submission_id,preferred_abc,preferred_a_or_d,preferred_overall
MA8bXl,,,
jBGQK9,Coffee B,Coffee D,Coffee D
7d4Ng6,Coffee A,Coffee D,Coffee D
NA86q0,Coffee B,Coffee A,Coffee B
Rz80oj,,,
GrYz6e,Coffee B,Coffee A,Coffee B
rl2AgR,Coffee A,Coffee A,Coffee A
NA86AB,Coffee A,Coffee A,Coffee A
24Oeej,Coffee A,Coffee A,Coffee A
DV0Nvb,Coffee A,Coffee D,Coffee D
zKWD61,Coffee C,Coffee A,Coffee C
Ld5b5O,Coffee A,Coffee D,Coffee D
24OerL,Coffee B,Coffee A,Coffee B
QA8DA8,Coffee A,Coffee D,Coffee D
Rz80VP,Coffee C,Coffee A,Coffee C
AlWd4N,Coffee A,Coffee A,Coffee A
8djKEr,Coffee A,Coffee D,Coffee D
24OeoM,Coffee A,Coffee A,Coffee A
yle6oW,Coffee A,Coffee A,Coffee A
NA8oKO,Coffee C,Coffee D,Coffee D
5dEzOQ,Coffee A,Coffee D,Coffee D
0Eox59,Coffee B,Coffee A,Coffee B
Rz80kv,Coffee B,Coffee A,Coffee B
7d4WYR,Coffee C,Coffee D,Coffee C
oAlyxN,Coffee C,Coffee A,Coffee C
OA8zZg,Coffee C,Coffee A,Coffee C
1rGlOb,Coffee B,Coffee A,Coffee C
OA8zpp,Coffee B,Coffee A,Coffee B
GrYz2j,Coffee A,Coffee D,Coffee D
PA8Add,Coffee A,Coffee D,Coffee D
dYQ6Jo,Coffee A,Coffee A,Coffee A
aBZBNE,Coffee B,Coffee A,Coffee B
jBGB6Y,Coffee A,Coffee A,Coffee A
ylelXW,Coffee B,Coffee A,Coffee B
AlWdeD,Coffee C,Coffee A,Coffee C
VZoZYg,Coffee C,Coffee A,Coffee A
ylelvg,Coffee A,Coffee D,Coffee B
VZoZvv,Coffee A,Coffee D,Coffee D
qbjbj7,Coffee B,Coffee D,Coffee B
Rz8zrp,Coffee C,Coffee D,Coffee D
oAlALb,Coffee B,Coffee D,Coffee B
ylelyX,Coffee C,Coffee D,Coffee D
42P20r,Coffee C,Coffee A,Coffee C
1rGVNl,Coffee C,Coffee D,Coffee D
ylelbd,Coffee B,Coffee A,Coffee B
YZVORq,Coffee A,Coffee D,Coffee A
24OkKb,Coffee A,Coffee D,Coffee B
ZdPV6A,Coffee C,Coffee A,Coffee C
jBGM04,Coffee A,Coffee D,Coffee D
0EoMMA,Coffee B,Coffee A,Coffee B
dYQAjr,Coffee C,Coffee D,Coffee D
YZVOYN,Coffee A,Coffee D,Coffee D
rl2Kql,Coffee B,Coffee D,Coffee A
DV010Z,Coffee B,Coffee A,Coffee B
KM8oBX,Coffee C,Coffee D,Coffee C
g5WA1N,Coffee B,Coffee D,Coffee D
8djkWx,Coffee C,Coffee A,Coffee C
GrY142,Coffee B,Coffee A,Coffee B
Ld5GRl,Coffee B,Coffee A,Coffee B
PA8Exx,Coffee A,Coffee D,Coffee D
7d4ZRR,Coffee B,Coffee D,Coffee D
xd9ZYo,,,
GrY1GO,Coffee A,Coffee D,Coffee D
0EoPBN,Coffee B,Coffee D,Coffee D
eB9EEo,Coffee C,Coffee D,Coffee C
24OrLb,Coffee C,Coffee A,Coffee C
YZVdVv,Coffee A,Coffee D,Coffee D
PA80Pe,,,
J280BR,Coffee C,Coffee D,Coffee D
oAlO1e,Coffee B,Coffee D,Coffee D
zKWe98,,,
xd9Z7o,Coffee C,Coffee D,Coffee C
yleDb4,Coffee A,Coffee D,Coffee A
7d4NML,Coffee A,Coffee D,Coffee D
24Or0b,Coffee C,Coffee D,Coffee C
QA80QA,Coffee A,Coffee D,Coffee D
KM80XK,Coffee A,Coffee A,Coffee A
8djGNl,Coffee C,Coffee D,Coffee D
oAlOxx,Coffee A,Coffee D,Coffee D
oAloDO,Coffee A,Coffee A,Coffee A
OA80vA,Coffee C,Coffee A,Coffee C
Rz8L7Q,Coffee A,Coffee A,Coffee A
0EoLb0,Coffee C,Coffee D,Coffee D
GrYLqQ,Coffee C,Coffee A,Coffee C
KM8Lgg,Coffee C,Coffee D,Coffee D
zKWJ7k,Coffee C,Coffee A,Coffee C
dYQjYd,Coffee A,Coffee D,Coffee D
AlWDde,Coffee B,Coffee D,Coffee D
WAlYYN,Coffee B,Coffee D,Coffee B
5dEvMP,Coffee A,Coffee D,Coffee D
YZVYvz,Coffee C,Coffee D,Coffee C
dYQjpN,Coffee B,Coffee D,Coffee B
EP8Dr2,Coffee A,Coffee D,Coffee D
NA8Y1O,Coffee A,Coffee A,Coffee A
OA8Yxa,Coffee A,Coffee A,Coffee A
42PveX,,,
eB92Gx,Coffee B,Coffee D,Coffee D
GrYDNp,Coffee B,Coffee A,Coffee B
oAldrV,Coffee C,Coffee D,Coffee C
NA8Yvp,Coffee C,Coffee D,Coffee C
kYOWV1,Coffee A,Coffee D,Coffee D
qbjKvY,Coffee B,Coffee A,Coffee B
DV0JEj,Coffee A,Coffee A,Coffee A
pL472P,Coffee A,Coffee A,Coffee A
yleEB8,Coffee A,Coffee D,Coffee D
42PoWY,Coffee C,Coffee A,Coffee C
0Eo8pZ,Coffee A,Coffee A,Coffee A
NA805j,Coffee A,Coffee A,Coffee A
jBG96E,,,
zKWQja,Coffee B,Coffee A,Coffee B
42PN8B,Coffee A,Coffee D,Coffee D
42PN2B,Coffee A,Coffee D,Coffee D
GrYBJQ,Coffee B,Coffee A,Coffee B
WAlpBj,,,
VZo1bM,Coffee B,Coffee D,Coffee B
EP8bar,Coffee A,Coffee A,Coffee B
8djpW5,Coffee C,Coffee A,Coffee C
kYORko,Coffee A,Coffee A,Coffee A
VZo1BJ,Coffee B,Coffee D,Coffee B
J28kGo,Coffee A,Coffee A,Coffee B
vNqxbv,Coffee A,Coffee D,Coffee D
vNqxp0,Coffee A,Coffee D,Coffee A
AlWbko,Coffee B,Coffee D,Coffee D
0EojW0,Coffee A,Coffee D,Coffee A
VZo1el,Coffee C,Coffee D,Coffee D
lNVlPX,Coffee C,Coffee A,Coffee C
Ld5MLO,Coffee B,Coffee A,Coffee B
aBZjQZ,Coffee C,Coffee D,Coffee D
XeOBKz,Coffee A,Coffee A,Coffee A
xd90dy,Coffee A,Coffee D,Coffee D
jBG0la,Coffee C,Coffee A,Coffee C
vNq0Xl,Coffee C,Coffee D,Coffee D
XeORJY,Coffee A,Coffee A,Coffee A
6dr1OO,Coffee A,Coffee A,Coffee D
GrYoqQ,Coffee B,Coffee D,Coffee D
VZo946,Coffee C,Coffee D,Coffee C
1rGbOg,Coffee A,Coffee A,Coffee A
AlW6Nz,Coffee A,Coffee D,Coffee D
eB9Nlk,Coffee B,Coffee D,Coffee B
Rz8Z7p,Coffee B,Coffee D,Coffee B
PA82QV,Coffee B,Coffee A,Coffee B
VZo91E,Coffee A,Coffee A,Coffee A
J288qz,Coffee A,Coffee A,Coffee A
Rz88xv,Coffee A,Coffee A,Coffee A
24OOAe,Coffee A,Coffee A,Coffee A
6drrRk,,,
xd99Ny,Coffee C,Coffee D,Coffee D
J288B7,,,
DV00VZ,Coffee A,Coffee A,Coffee A
MA88WM,,,
vNqq14,Coffee C,Coffee D,Coffee D
xd99Gr,Coffee A,Coffee D,Coffee D
7d4JOR,Coffee A,Coffee D,Coffee D
5dE89b,Coffee A,Coffee A,Coffee A
VZovVj,Coffee A,Coffee A,Coffee A
oAlKke,Coffee B,Coffee D,Coffee D
42PAoA,Coffee A,Coffee A,Coffee A
YZVpBz,Coffee C,Coffee A,Coffee C
WAlD0e,Coffee C,Coffee D,Coffee C
aBZAYE,Coffee C,Coffee D,Coffee D
5dEeb6,Coffee A,Coffee A,Coffee A
aBZK8b,Coffee B,Coffee A,Coffee B
7d4aDz,Coffee B,Coffee D,Coffee B
xd9R4v,,,
zKWGyq,Coffee B,Coffee A,Coffee B
aBZAD2,Coffee C,Coffee A,Coffee C
BG8jLe,Coffee A,Coffee A,Coffee A
6drWyB,Coffee B,Coffee A,Coffee B
NA8Mj0,Coffee B,Coffee A,Coffee B
GrYq4p,Coffee B,Coffee D,Coffee D
aBZAWW,Coffee A,Coffee D,Coffee D
jBGkaJ,Coffee A,Coffee D,Coffee D
8djRol,Coffee B,Coffee D,Coffee D
g5WkQK,Coffee C,Coffee D,Coffee D
vNqdzg,Coffee A,Coffee D,Coffee D
PA8GWe,Coffee A,Coffee A,Coffee A
zKWLyk,Coffee B,Coffee A,Coffee B
eB9v7O,Coffee C,Coffee D,Coffee B
YZVkOB,Coffee C,Coffee A,Coffee C
blNvR1,Coffee A,Coffee A,Coffee A
lNVvz6,Coffee B,Coffee D,Coffee B
QA8kPp,Coffee A,Coffee D,Coffee D
0EoaXN,Coffee B,Coffee D,Coffee D
9d24ZK,Coffee B,Coffee D,Coffee B
24O70L,Coffee C,Coffee D,Coffee C
lNVv5V,Coffee A,Coffee D,Coffee D
BG8eRe,Coffee A,Coffee D,Coffee D
Ld5oZj,Coffee A,Coffee A,Coffee A
KM8R9z,Coffee A,Coffee D,Coffee B
ylegqW,,,
jBGgEQ,Coffee B,Coffee A,Coffee B
7d4jzR,Coffee C,Coffee A,Coffee C
NA8gMW,,,
0EolEy,Coffee A,Coffee A,Coffee A
vNqpVl,,,
rl2pWX,Coffee B,Coffee A,Coffee B
24OZrj,Coffee C,Coffee D,Coffee C
24OZ99,Coffee A,Coffee A,Coffee A
GrYyvj,Coffee B,Coffee D,Coffee B
aBZo4W,Coffee B,Coffee A,Coffee B
GrYyv2,Coffee C,Coffee A,Coffee C
oAlpr1,Coffee B,Coffee A,Coffee B
blNyVg,Coffee B,Coffee A,Coffee B
kYOQN1,,,
DV0Py5,Coffee B,Coffee D,Coffee D
KM8Nkg,,,
MA82rp,Coffee C,Coffee D,Coffee D
KM8718,Coffee C,Coffee D,Coffee C
DVABNq,Coffee C,Coffee A,Coffee C
PAvpP1,,,
aBK9lZ,Coffee B,Coffee A,Coffee A
7d1qYZ,Coffee A,Coffee D,Coffee D
aBK5GX,Coffee A,Coffee A,Coffee A
241AGA,Coffee C,Coffee A,Coffee C
oAK2l5,,,
eBKaMk,Coffee C,Coffee A,Coffee C
g5Y9XO,Coffee C,Coffee D,Coffee B
AlAB5z,Coffee A,Coffee D,Coffee D
oAKGpN,,,Coffee D
zK2YQq,Coffee B,Coffee A,Coffee B
dYKdod,Coffee B,Coffee A,Coffee D
7d1xrR,Coffee A,Coffee A,Coffee A
aBKYRX,Coffee C,Coffee A,Coffee C
oAKMjb,Coffee A,Coffee D,Coffee D
kYKybM,,,
WADNek,,,
NAM6Yp,,,
jB5yQ9,Coffee A,Coffee D,Coffee D
yljly0,,,
oAKBJe,Coffee A,Coffee D,Coffee D
eBKAGk,Coffee A,Coffee A,Coffee A
KMv6KK,Coffee B,Coffee A,Coffee B
vNE2Zl,,,
KMvLNM,Coffee C,Coffee D,Coffee C
lNKWjB,Coffee A,Coffee D,Coffee D
PAvXE5,,,
9dpvKG,Coffee A,Coffee D,Coffee D
0E1vgN,Coffee C,Coffee A,Coffee C
OAdJzR,Coffee B,Coffee D,Coffee B
pLRWYb,Coffee B,Coffee D,Coffee D
5d8GLd,Coffee A,Coffee A,Coffee A
1rDJYl,,,
241vE9,Coffee B,Coffee D,Coffee D
rlGraX,Coffee A,Coffee D,Coffee D
KMvJZX,Coffee A,Coffee D,Coffee D
BGADYN,Coffee A,Coffee A,Coffee A
g5YNYd,Coffee C,Coffee D,Coffee D
YZpzy0,Coffee A,Coffee D,Coffee D
OAdBMa,Coffee C,Coffee D,Coffee D
dYK2oV,Coffee A,Coffee D,Coffee D
vNE0Dd,,,
J2XkXd,Coffee A,Coffee D,Coffee D
vNE0Y8,Coffee C,Coffee D,Coffee C
DVAXPb,Coffee C,Coffee D,Coffee D
EPv8WN,Coffee B,Coffee A,Coffee B
YZpVlq,Coffee C,Coffee A,Coffee C
jB5MEY,Coffee A,Coffee D,Coffee D
42AA2k,Coffee A,Coffee D,Coffee D
DVAAYl,,,
g5YW51,Coffee A,Coffee D,Coffee D
WADM8v,Coffee B,Coffee A,Coffee B
NAMbXp,,,
1rDDZO,Coffee A,Coffee D,Coffee D
qboJdg,Coffee A,Coffee D,Coffee D
0E11K6,Coffee A,Coffee A,Coffee A
pLRJ9y,Coffee C,Coffee A,Coffee C
QAvzjk,Coffee A,Coffee A,Coffee A
EPvZjN,Coffee A,Coffee D,Coffee D
xd4RKr,Coffee C,Coffee D,Coffee C
42Ap4O,Coffee B,Coffee D,Coffee D
0E1D5Z,Coffee A,Coffee D,Coffee D
g5YkOd,Coffee B,Coffee A,Coffee B
ZdvD8z,Coffee A,Coffee D,Coffee D
lNKMov,Coffee A,Coffee D,Coffee D
rlGJKR,Coffee A,Coffee A,Coffee A
RzvkQl,Coffee A,Coffee D,Coffee D
241oZD,Coffee A,Coffee A,Coffee A
aBKzLq,Coffee C,Coffee D,Coffee C
Xe1QPj,Coffee C,Coffee A,Coffee C
GrX79O,Coffee C,Coffee A,Coffee C
DVAW05,,,
MAvG7g,Coffee A,Coffee D,Coffee D
QAv458,Coffee A,Coffee A,Coffee C
KMvO2z,Coffee C,Coffee D,Coffee C
8dAEWk,Coffee A,Coffee D,Coffee D
VZvdYN,Coffee A,Coffee A,Coffee A
BGADV5,Coffee B,Coffee D,Coffee D
yljg5d,Coffee A,Coffee A,Coffee A
pLR9Z1,Coffee A,Coffee A,Coffee A
pLR1jb,Coffee C,Coffee D,Coffee D
g5YxdK,Coffee C,Coffee A,Coffee C
7d1ge9,Coffee C,Coffee D,Coffee D
oAKaVP,Coffee C,Coffee D,Coffee D
ZdvLxe,Coffee C,Coffee D,Coffee D
lNK9jV,Coffee C,Coffee A,Coffee C
PAvLGe,Coffee C,Coffee D,Coffee C
Xe1dzY,Coffee A,Coffee D,Coffee D
6dAGGe,,,
7d1YLZ,Coffee C,Coffee A,Coffee D
vNEaD0,Coffee B,Coffee A,Coffee B
pLRNKb,Coffee B,Coffee A,Coffee C
zK2AN0,Coffee A,Coffee A,Coffee A
LdvjJ2,Coffee A,Coffee D,Coffee D
DVAoQj,Coffee A,Coffee D,Coffee D
xd4bKy,Coffee A,Coffee D,Coffee D
blKRbo,Coffee A,Coffee D,Coffee D
xd48r9,Coffee A,Coffee A,Coffee A
9dp0bY,Coffee C,Coffee A,Coffee C
Rzvqrp,Coffee B,Coffee A,Coffee B
GrXOqp,Coffee B,Coffee A,Coffee B
0E1qKB,Coffee A,Coffee D,Coffee D
GrXOXp,Coffee B,Coffee D,Coffee D
7d1rKL,Coffee A,Coffee D,Coffee A
Zdvr9y,Coffee C,Coffee A,Coffee C
vNE5Og,Coffee A,Coffee D,Coffee D
8dA45x,Coffee A,Coffee A,Coffee A
Xe1PKP,Coffee A,Coffee A,Coffee A
g5Y6KP,Coffee B,Coffee D,Coffee D
pLR20y,Coffee B,Coffee D,Coffee B
RzvqeQ,Coffee C,Coffee D,Coffee C
8dABok,,,
8dAB1r,Coffee C,Coffee D,Coffee D
OAd2ZY,Coffee A,Coffee A,Coffee A
kYK2lj,Coffee B,Coffee D,Coffee B
RzvADQ,Coffee A,Coffee D,Coffee D
9dp82p,Coffee C,Coffee A,Coffee C
NAMaMQ,Coffee C,Coffee A,Coffee C
pLRElV,Coffee C,Coffee D,Coffee C
241pJj,Coffee A,Coffee A,Coffee A
jB5KdJ,Coffee A,Coffee D,Coffee D
eBKxvq,Coffee C,Coffee D,Coffee C
dYKPVN,Coffee C,Coffee D,Coffee D
GrYYvz,Coffee B,Coffee D,Coffee B
jB5Ne4,Coffee A,Coffee D,Coffee D
5d8Rbo,Coffee A,Coffee A,Coffee A
7d1GbZ,Coffee C,Coffee D,Coffee C
OAdOL8,Coffee C,Coffee D,Coffee D
blK0G0,Coffee A,Coffee D,Coffee B
xd4kxy,Coffee A,Coffee A,Coffee A
g5YRyl,Coffee A,Coffee D,Coffee D
Xe1KVj,Coffee A,Coffee D,Coffee D
VZvREv,Coffee C,Coffee D,Coffee D
zK2p0M,Coffee A,Coffee D,Coffee D
J2XaDr,Coffee A,Coffee D,Coffee C
pLRj4B,Coffee B,Coffee A,Coffee B
yljKbW,,,
VZvRWl,Coffee C,Coffee A,Coffee C
blY5eZ,Coffee A,Coffee A,Coffee A
Al47oW,,,
lNYaNN,Coffee C,Coffee D,Coffee C
WAKOvP,Coffee A,Coffee A,Coffee A
8d6Nxl,Coffee A,Coffee A,Coffee A
jBJeBJ,Coffee C,Coffee A,Coffee C
QAz1z7,Coffee C,Coffee D,Coffee C
lNYBPN,Coffee B,Coffee A,Coffee B
PAbpo1,Coffee B,Coffee D,Coffee B
1rNdW1,,,
oA5EQ1,Coffee C,Coffee A,Coffee C
KMW55V,Coffee A,Coffee D,Coffee D
Zd1Eao,Coffee A,Coffee A,Coffee A
VZbQlv,Coffee B,Coffee A,Coffee B
rlJOM2,Coffee A,Coffee A,Coffee A
8d6ZNA,,,
NAbX0l,Coffee A,Coffee D,Coffee D
DVxplq,Coffee B,Coffee A,Coffee D
Xe84rd,Coffee B,,Coffee B
blYW2Z,Coffee A,Coffee D,Coffee C
NAb78l,Coffee C,,Coffee C
oA5285,Coffee C,Coffee D,Coffee C
eB0aEx,Coffee A,Coffee A,Coffee A
vNJP54,Coffee C,Coffee A,Coffee C
RzbPjj,Coffee B,Coffee A,Coffee B
oA5GOM,Coffee A,Coffee A,Coffee A
Al4vRB,Coffee B,Coffee A,Coffee B
9dRQYG,Coffee A,Coffee D,Coffee D
24lNeL,Coffee B,Coffee D,Coffee B
9dRDjY,Coffee C,Coffee D,Coffee D
NAb6Pb,Coffee C,Coffee D,Coffee D
dY86Dq,Coffee B,Coffee A,Coffee B
vNJA6l,Coffee A,Coffee D,Coffee D
OAbzv7,Coffee A,Coffee D,Coffee D
eB0BZq,Coffee A,Coffee D,Coffee C
BGjXPN,Coffee A,Coffee A,Coffee A
9dRdbV,Coffee C,Coffee D,Coffee B
DVx1aR,Coffee C,Coffee D,Coffee C
J2eDgY,Coffee C,Coffee D,Coffee D
GrqJeo,,,
Xe8YXY,Coffee C,Coffee D,Coffee D
VZbMby,Coffee A,Coffee A,Coffee A
RzbJ9v,Coffee A,Coffee A,Coffee A
VZb1Wv,Coffee B,Coffee D,Coffee B
qbJoAk,,,
xdR4ro,Coffee B,Coffee A,Coffee B
PAbvbe,Coffee A,Coffee D,Coffee D
rlJGpv,Coffee C,Coffee D,Coffee D
VZbv6N,Coffee C,Coffee A,Coffee D
24l1RL,Coffee C,Coffee A,Coffee C
OAbV78,Coffee B,Coffee A,Coffee B
xdRgQy,,,
5de0vv,,,
g5JybJ,Coffee B,Coffee A,Coffee B
42p4kd,Coffee A,Coffee A,Coffee A
42paed,Coffee A,Coffee D,Coffee D
eB0ezx,Coffee C,Coffee D,Coffee C
Ld69rj,Coffee A,Coffee A,Coffee A
aBaYav,Coffee B,Coffee A,Coffee B
DVZNMN,Coffee C,Coffee D,Coffee C
eBYArx,Coffee A,Coffee A,Coffee A
AljJve,Coffee A,Coffee A,Coffee A
J2WRlr,Coffee C,Coffee D,Coffee C
7dpxRz,Coffee C,Coffee A,Coffee C
PAGExV,Coffee A,Coffee D,Coffee D
PAG05P,Coffee B,Coffee A,Coffee B
8dRe5Y,Coffee A,Coffee A,Coffee A
RzVLkd,Coffee A,Coffee A,Coffee A
Xe2EGV,Coffee A,Coffee A,Coffee A
42pjyB,Coffee C,Coffee A,Coffee C
1rpMZg,,,
GrQL1z,Coffee A,Coffee A,Coffee A
qbkKrG,Coffee A,Coffee D,Coffee D
rlkdNv,Coffee B,Coffee A,Coffee B
OAoB5M,Coffee C,Coffee A,Coffee C
bl62ee,Coffee B,Coffee A,Coffee C
GrQYrj,Coffee A,Coffee A,Coffee A
bl6Nr2,Coffee C,Coffee D,Coffee C
YZxV75,Coffee A,Coffee D,Coffee D
8dRAxz,Coffee B,Coffee D,Coffee D
BG2jrR,,,
BG2j71,,,
lNMvqk,Coffee A,Coffee D,Coffee D
5dpOVM,Coffee B,Coffee A,Coffee B
jBkEvR,Coffee C,Coffee D,Coffee C
ZdZWkv,Coffee A,Coffee D,Coffee D
dYkpxA,Coffee A,Coffee D,Coffee D
0EDlP0,Coffee C,Coffee D,Coffee D
42pdPB,Coffee A,Coffee A,Coffee A
zK1oKM,Coffee B,Coffee D,Coffee D
24Dylp,Coffee A,Coffee A,Coffee A
QAOaNl,Coffee A,Coffee A,Coffee A
KMaZGk,Coffee C,Coffee A,Coffee C
24DYOb,Coffee B,Coffee A,Coffee B
24DYpV,Coffee A,Coffee D,Coffee D
KMa2YK,Coffee A,Coffee A,Coffee A
dYkJoN,Coffee A,Coffee A,Coffee A
Ld6L9j,Coffee C,Coffee A,Coffee C
blYxP2,Coffee A,Coffee D,Coffee D
KMaj18,Coffee B,Coffee D,Coffee B
24DOYj,Coffee C,Coffee A,Coffee C
dYkydo,Coffee C,Coffee D,Coffee D
Ld68Ay,,,
RzVOOv,Coffee C,Coffee A,Coffee C
yldOGB,Coffee C,Coffee A,Coffee C
oAkX95,Coffee B,Coffee D,Coffee B
Ld6lQ2,Coffee A,Coffee D,Coffee D
oAkXAP,,,
aBa8l9,Coffee B,Coffee A,Coffee B
qbkxdk,Coffee B,Coffee D,Coffee D
lNMoMv,Coffee A,Coffee D,Coffee D
J2Wa7X,Coffee A,Coffee D,Coffee D
J2M1ko,,,
7dMLqa,Coffee A,Coffee D,Coffee D
42zJob,,,
MAMNrY,Coffee A,Coffee D,Coffee D
eBvrAl,,,
BG0pZK,Coffee A,Coffee D,Coffee D
VZDzDg,Coffee C,Coffee A,Coffee C
ZdDdjy,,,
pLvp8J,,,
J2M4vz,Coffee A,Coffee A,Coffee A
lNvxGB,Coffee C,Coffee D,Coffee C
jBv18R,Coffee B,Coffee D,Coffee D
42zgZb,Coffee C,Coffee D,Coffee C
BG0OK1,Coffee A,Coffee D,Coffee D
24o8aA,,,
kYzalJ,Coffee A,Coffee D,Coffee D
42OQ7r,Coffee B,Coffee A,Coffee B
NAPD6p,Coffee B,Coffee D,Coffee A
zKdykZ,Coffee C,Coffee D,Coffee C
RzjoPd,Coffee B,Coffee A,Coffee B
jBzo99,Coffee B,Coffee A,Coffee B
Grb9O2,Coffee B,Coffee D,Coffee B
g5z9gM,Coffee A,Coffee A,Coffee A
OAE5V7,Coffee C,Coffee D,Coffee C
5dVzNP,Coffee A,Coffee D,Coffee D
DVaVJ5,Coffee B,Coffee A,Coffee B
7dEobZ,Coffee A,Coffee D,Coffee D
9d4vR4,,,
vNzL7d,Coffee A,Coffee D,Coffee A
GrbJYp,Coffee B,Coffee D,Coffee B
Al96kN,Coffee B,Coffee D,Coffee B
MAV78l,,,
Al9jbl,Coffee A,Coffee A,Coffee A
24oDgL,Coffee B,Coffee A,Coffee B
blzzoL,Coffee C,Coffee A,Coffee C
VZNxYM,,,
DVaWjl,Coffee C,Coffee A,Coffee C
KMGOe7,Coffee A,Coffee D,Coffee D
blzgY1,Coffee A,Coffee D,Coffee D
KMGOjK,Coffee A,Coffee D,Coffee A
LdOgG1,Coffee A,Coffee A,Coffee A
yl1GZ8,Coffee C,Coffee A,Coffee C
Zdegkz,Coffee B,Coffee D,Coffee B
BGe5v5,Coffee A,Coffee D,Coffee D
eBz8bE,Coffee C,Coffee A,Coffee C
xdz8yk,Coffee C,Coffee D,Coffee D
oAzL9x,,,
0EkEeB,Coffee A,Coffee D,Coffee D
QA4GOY,Coffee A,Coffee A,Coffee A
9d4eBQ,Coffee C,Coffee A,Coffee C
rlYNrp,Coffee C,Coffee A,Coffee C
rlqy52,Coffee C,Coffee D,Coffee C
qbN5N7,,,
AlQKkB,Coffee C,Coffee D,Coffee D
8dEazr,Coffee C,Coffee D,Coffee B
DVWzjb,Coffee A,Coffee A,Coffee A
oAxM95,Coffee A,Coffee D,Coffee D
lN4RDV,,,
jBEq21,Coffee A,Coffee A,Coffee A
QAEpMA,Coffee B,Coffee A,Coffee B
xd67ZE,Coffee A,Coffee D,Coffee D
WAZarR,,,
OAVNZK,Coffee A,Coffee A,Coffee A
jBEVgx,Coffee A,Coffee A,Coffee A
aBlMgq,Coffee B,Coffee A,Coffee B
oAxPWX,Coffee A,Coffee D,Coffee D
qbN99Y,Coffee B,Coffee D,Coffee A
Ldo8Pz,Coffee A,Coffee A,Coffee A
0EAKN6,Coffee A,Coffee D,Coffee A
J2BN4o,Coffee A,Coffee D,Coffee D
9dxN61,,,
xdgr4o,Coffee C,Coffee D,Coffee C
LdVpav,Coffee A,Coffee D,Coffee D
BG67VA,Coffee A,Coffee A,Coffee A
Xe90az,Coffee A,Coffee A,Coffee A
1rO7Wp,Coffee A,Coffee A,Coffee A
dYzkGz,,,
kYgAej,Coffee A,Coffee D,Coffee D
1rOvvQ,Coffee B,Coffee D,Coffee B
1rOvMQ,Coffee B,Coffee D,Coffee D
Rz2JQv,Coffee C,Coffee D,Coffee C
ZdWzBV,Coffee A,Coffee A,Coffee A
24VxvM,Coffee C,Coffee A,Coffee C
pL54N8,Coffee A,Coffee A,Coffee A
QAjOAg,Coffee C,Coffee D,Coffee D
42EpEY,,,
PA44VP,Coffee A,Coffee A,Coffee A
vNgpPD,Coffee A,Coffee A,Coffee A
g5ggRM,Coffee B,Coffee D,Coffee C
rlgbDN,Coffee A,Coffee A,Coffee A
0EGYe9,Coffee A,Coffee A,Coffee A
