submission_id,age,gender,gender_specify,education_level,ethnicity_race,ethnicity_race_specify,employment_status,number_children,political_affiliation,work_from_home
8dJNGr,35-44 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,1,Democrat,I primarily work from home
XeR5zg,35-44 years old,Male,,Bachelor's degree,Other (please specify),Multi-Ethnic,Employed full-time,,Democrat,I primarily work from home
bl25aZ,25-34 years old,Male,,Doctorate or professional degree,Asian/Pacific Islander,,Employed full-time,,No affiliation,I do a mix of both
VZ9pXE,,,,,,,,,,
DVXqPb,55-64 years old,,,,,,,,,
xd0Vgo,18-24 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,,I primarily work from home
9d6NaY,55-64 years old,Female,,Some college or associate's degree,White/Caucasian,,Employed full-time,,,I primarily work in person
g5QbLJ,>65 years old,Male,,Doctorate or professional degree,White/Caucasian,,Retired,1,Democrat,I primarily work from home
OAjQg8,25-34 years old,Prefer not to say,,,,,,,,I primarily work in person
PA2RWQ,45-54 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,2,No affiliation,I primarily work from home
PA2RLd,45-54 years old,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,2,Democrat,I primarily work from home
qbY58k,35-44 years old,Male,,Less than high school,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
J2V17r,35-44 years old,,,,,,,,,
LdEDeJ,45-54 years old,Female,,Master's degree,White/Caucasian,,Student,2,No affiliation,I primarily work from home
g5QbEJ,35-44 years old,Female,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,No affiliation,I primarily work from home
xd0VLG,25-34 years old,Male,,Bachelor's degree,Hispanic/Latino,,Employed full-time,,Democrat,I primarily work in person
RzZWAQ,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation,I primarily work in person
kY0bMr,25-34 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed part-time,,Democrat,I do a mix of both
YZojoW,55-64 years old,Male,,High school graduate,White/Caucasian,,Employed full-time,3,Republican,I primarily work from home
6d1L8J,45-54 years old,,,,,,,,,
0EbV9P,55-64 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,No affiliation,I primarily work in person
oA09Xb,25-34 years old,Female,,Bachelor's degree,White/Caucasian,,Employed part-time,,No affiliation,I primarily work in person
MArXNp,35-44 years old,,,,,,,,,
bl2ZB1,45-54 years old,Female,,Bachelor's degree,White/Caucasian,,Retired,More than 3,Republican,
jB0ZZa,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
dYZENo,35-44 years old,Female,,,,,,,,I primarily work in person
7dJqKP,45-54 years old,,,,,,,,,
aBj94v,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed part-time,,Independent,I primarily work in person
pL0ryq,35-44 years old,Male,,Doctorate or professional degree,Hispanic/Latino,,Student,,No affiliation,I do a mix of both
qbYLA2,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation,I primarily work from home
24bX4p,25-34 years old,Female,,Bachelor's degree,Hispanic/Latino,,Employed full-time,,No affiliation,I primarily work in person
oA0E9P,45-54 years old,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,3,Republican,I primarily work in person
PA2pOb,25-34 years old,Female,,Master's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work in person
eBNMEE,35-44 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,1,Democrat,I primarily work from home
XeRLLg,18-24 years old,Male,,Some college or associate's degree,White/Caucasian,,Student,,Independent,I primarily work in person
yl0Mjd,18-24 years old,Male,,High school graduate,White/Caucasian,,Employed full-time,,Republican,I primarily work in person
NA4rNQ,25-34 years old,,,,,,,,,
1rbXOl,45-54 years old,Male,,High school graduate,Black/African American,,Employed full-time,,No affiliation,I primarily work in person
Al6zN0,18-24 years old,Male,,Bachelor's degree,White/Caucasian,,Student,,Democrat,I do a mix of both
24bXgj,55-64 years old,Male,,Bachelor's degree,Asian/Pacific Islander,,Employed part-time,,Independent,I primarily work from home
EPBK7o,25-34 years old,,,,,,,,,
YZoPDW,18-24 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent,I primarily work in person
lN0BYo,35-44 years old,Male,,Some college or associate's degree,White/Caucasian,,,,,I primarily work from home
yl0Mgx,25-34 years old,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
dYZEVo,<18 years old,Female,,Less than high school,White/Caucasian,,Employed part-time,,Republican,I primarily work in person
EPBKpL,25-34 years old,,,,,,,,,
jB0Z4E,35-44 years old,Male,,Doctorate or professional degree,Hispanic/Latino,,Employed full-time,,No affiliation,I primarily work in person
Al6zgW,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
9d6BKG,45-54 years old,Female,,High school graduate,Black/African American,,Employed part-time,,No affiliation,I primarily work in person
vN0rj4,25-34 years old,Female,,Doctorate or professional degree,White/Caucasian,,Employed full-time,,,I primarily work in person
LdEZRv,25-34 years old,Male,,Doctorate or professional degree,Asian/Pacific Islander,,Employed full-time,,No affiliation,I primarily work from home
RzZxOP,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent,I primarily work from home
dYZELD,<18 years old,Male,,Less than high school,White/Caucasian,,Student,,Republican,I primarily work in person
oA0D9b,35-44 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,2,Independent,I primarily work from home
DVXKql,45-54 years old,Male,,Bachelor's degree,Black/African American,,Employed full-time,2,Democrat,I primarily work from home
MArXjX,35-44 years old,Female,,Master's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
7dJbL0,25-34 years old,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation,I primarily work in person
OAjlzR,25-34 years old,Female,,Doctorate or professional degree,White/Caucasian,,Employed full-time,,No affiliation,I primarily work in person
0Eb7MN,18-24 years old,Male,,Master's degree,Asian/Pacific Islander,,Employed full-time,,Democrat,I primarily work in person
qbYaBY,45-54 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,3,No affiliation,I primarily work in person
aBjeBv,25-34 years old,Male,,Bachelor's degree,Other (please specify),turkish/kurdish,Employed full-time,,No affiliation,I do a mix of both
RzZd4d,35-44 years old,Male,,Some college or associate's degree,White/Caucasian,,Unemployed,,Democrat,I primarily work from home
yl0Nx4,55-64 years old,Female,,Master's degree,White/Caucasian,,Retired,3,Democrat,I primarily work from home
VZ9j8J,35-44 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent,I primarily work from home
XeRrBO,55-64 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,3,Independent,I primarily work in person
ZdG8b0,25-34 years old,Male,,Bachelor's degree,Hispanic/Latino,,Employed full-time,,No affiliation,I primarily work from home
XeRrOd,35-44 years old,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,,No affiliation,I do a mix of both
6d1eA5,35-44 years old,Female,,Master's degree,Other (please specify),Mixed,Employed full-time,,Democrat,I primarily work in person
24bBlb,35-44 years old,,,,,,,,,
kY09zd,>65 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,3,Republican,I primarily work in person
9d6XPV,,,,,,,,,,
6d1epo,35-44 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,2,Republican,I primarily work in person
zK0NRM,25-34 years old,,,,,,,,,
bl29y1,35-44 years old,Female,,Doctorate or professional degree,White/Caucasian,,Employed full-time,2,Republican,I primarily work in person
lN0qY6,35-44 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Independent,I primarily work in person
RzZd2Q,35-44 years old,Male,,Doctorate or professional degree,Other (please specify),Asian Indian,Employed full-time,1,,I do a mix of both
eBND8k,35-44 years old,Female,,Master's degree,White/Caucasian,,Unemployed,2,Democrat,I primarily work from home
lN0BDN,35-44 years old,Prefer not to say,,Bachelor's degree,,,Employed full-time,,No affiliation,I primarily work in person
24bXyj,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation,I primarily work in person
RzZdlK,45-54 years old,Male,,Bachelor's degree,White/Caucasian,,,,,I primarily work from home
YZoR15,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent,I primarily work in person
g5QeBd,55-64 years old,Prefer not to say,,Some college or associate's degree,Asian/Pacific Islander,,Retired,,No affiliation,I primarily work in person
kY09M6,35-44 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,,Republican,I primarily work in person
XeRJxV,35-44 years old,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
EPBddA,35-44 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work in person
kY0eNZ,25-34 years old,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
VZ9QGl,25-34 years old,Female,,Bachelor's degree,White/Caucasian,,Employed full-time,,Independent,I primarily work in person
vN0eAl,25-34 years old,Male,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,No affiliation,I do a mix of both
EPBdQl,25-34 years old,Female,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work in person
1rbd4b,25-34 years old,,,,,,,,,
DVXkeZ,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,1,,I primarily work in person
RzZM8d,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,1,Republican,I do a mix of both
QAxe0G,25-34 years old,Female,,Bachelor's degree,White/Caucasian,,Homemaker,2,No affiliation,I primarily work from home
RzZMvJ,55-64 years old,Male,,High school graduate,White/Caucasian,,Employed full-time,2,No affiliation,I primarily work from home
8dJapO,35-44 years old,Male,,Doctorate or professional degree,White/Caucasian,,,,,I primarily work in person
dYZaZq,35-44 years old,Female,,Master's degree,White/Caucasian,,Homemaker,2,Independent,I primarily work from home
pL0y5E,25-34 years old,Male,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,Democrat,I primarily work from home
8dJa6x,25-34 years old,Male,,Some college or associate's degree,Hispanic/Latino,,Employed full-time,2,No affiliation,I primarily work from home
7dJLP9,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work in person
DVXkPX,25-34 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
ZdGEWv,45-54 years old,Female,,Bachelor's degree,White/Caucasian,,Employed part-time,3,No affiliation,I primarily work in person
6d1jYN,25-34 years old,Male,,High school graduate,White/Caucasian,,Employed full-time,,Independent,I primarily work in person
EPBde2,35-44 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
WAeEMN,18-24 years old,Male,,Some college or associate's degree,Native American/Alaska Native,,Employed full-time,,Democrat,I primarily work in person
PA21Nx,25-34 years old,Female,,Bachelor's degree,Other (please specify),White/Asian,Employed full-time,,Democrat,I primarily work from home
jB06VJ,25-34 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,,Independent,I do a mix of both
OAj46g,45-54 years old,Male,,Bachelor's degree,Other (please specify),Mixed race,Employed full-time,,No affiliation,I primarily work from home
VZ9Qvv,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,2,,I primarily work in person
KMP57A,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation,I primarily work from home
oA0RGM,35-44 years old,,,,,,,,,
42178d,25-34 years old,,,,,,,,,
bl2j0g,18-24 years old,Female,,Bachelor's degree,White/Caucasian,,Unemployed,,Democrat,I primarily work from home
PA29Rb,<18 years old,Female,,Less than high school,White/Caucasian,,Student,,No affiliation,I primarily work from home
KMPxY7,25-34 years old,Male,,Master's degree,Asian/Pacific Islander,,Student,,Independent,I primarily work in person
9d6ZDK,25-34 years old,Non-binary,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
aBj4EZ,55-64 years old,,,,,,,,,
zK0M20,35-44 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,1,Democrat,I do a mix of both
MAra58,25-34 years old,Female,,High school graduate,White/Caucasian,,Employed part-time,,No affiliation,I primarily work from home
jB0ovx,25-34 years old,Female,,Master's degree,White/Caucasian,,Employed full-time,,Democrat,I do a mix of both
dYZ08o,25-34 years old,Female,,Master's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
PA29Pb,25-34 years old,Male,,,White/Caucasian,,Employed full-time,,,I primarily work in person
xd0Dlr,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Republican,I primarily work in person
J2VlWo,35-44 years old,Male,,Doctorate or professional degree,White/Caucasian,,Employed full-time,,Republican,I primarily work in person
dYZ0pA,25-34 years old,Female,,Bachelor's degree,White/Caucasian,,Unemployed,1,,I primarily work from home
aBj40Z,45-54 years old,Male,,Some college or associate's degree,White/Caucasian,,Employed full-time,1,,I primarily work from home
7dJKYz,25-34 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
MAraqY,>65 years old,Male,,Doctorate or professional degree,White/Caucasian,,Retired,1,Democrat,I primarily work from home
WAeRaL,25-34 years old,Female,,Bachelor's degree,Asian/Pacific Islander,,Unemployed,,No affiliation,I primarily work from home
XeRoaz,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,1,,I primarily work from home
VZ9Pya,25-34 years old,Male,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,No affiliation,I primarily work from home
24bAoL,25-34 years old,Female,,Bachelor's degree,Asian/Pacific Islander,,Employed full-time,,Democrat,I primarily work in person
6d1KqA,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,Democrat,I primarily work from home
EPBlyl,25-34 years old,,,,,,,,,
WAeRxk,55-64 years old,Male,,Master's degree,White/Caucasian,,Retired,2,,I primarily work from home
5dl90b,25-34 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,,No affiliation,I primarily work from home
OAjXOY,18-24 years old,Male,,Bachelor's degree,White/Caucasian,,Student,,Democrat,I do a mix of both
RzZojd,25-34 years old,Male,,Master's degree,White/Caucasian,,Employed full-time,,No affiliation,I primarily work from home
24bA0e,25-34 years old,Female,,Bachelor's degree,White/Caucasian,,Employed part-time,,Democrat,I primarily work in person
421KXY,55-64 years old,Male,,Bachelor's degree,White/Caucasian,,Employed full-time,2,,I primarily work from home
