submission_id,monthly_coffee_spend,most_paid_for_coffee,most_willing_to_pay,cafe_coffee_good_value,equipment_spend,equipment_good_value,monthly_spend_band_order,estimated_monthly_spend
24x2lM,$20-$40,$6-$8,$8-$10,Yes,$100-$300,Yes,2,30.0
OABRKR,$60-$80,$8-$10,$8-$10,Yes,"More than $1,000",Yes,4,70.0
24xpWb,$20-$40,$6-$8,$2-$4,No,"More than $1,000",Yes,2,30.0
lNlxeW,$20-$40,$6-$8,$15-$20,No,"More than $1,000",Yes,2,30.0
OAB6ER,<$20,$8-$10,$15-$20,Yes,"More than $1,000",Yes,1,10.0
DVvQbX,$20-$40,Less than $2,Less than $2,No,$100-$300,Yes,2,30.0
jB9jR9,$40-$60,$8-$10,$8-$10,,"More than $1,000",Yes,3,50.0
KMBbAX,$40-$60,$8-$10,$15-$20,Yes,$100-$300,Yes,3,50.0
rlr7bo,$40-$60,$10-$15,$6-$8,No,"More than $1,000",Yes,3,50.0
RzBppJ,,,,,,,,
J2k7jK,<$20,Less than $2,Less than $2,No,Less than $20,No,1,10.0
ZdR0bB,<$20,$4-$6,$4-$6,No,$20-$50,Yes,1,10.0
bl4P1Z,$20-$40,$4-$6,$4-$6,Yes,$50-$100,Yes,2,30.0
bl4Pag,$20-$40,$6-$8,$6-$8,Yes,$500-$1000,Yes,2,30.0
1r28gg,$80-$100,$6-$8,$15-$20,Yes,$300-$500,Yes,5,90.0
BGbNr5,<$20,$8-$10,$8-$10,Yes,$50-$100,Yes,1,10.0
42NeXb,,$4-$6,$6-$8,Yes,$100-$300,Yes,,
GrBWAZ,$40-$60,$4-$6,$4-$6,No,$300-$500,Yes,3,50.0
xdNKWr,$20-$40,$6-$8,$6-$8,No,"More than $1,000",Yes,2,30.0
9dJVkQ,$40-$60,$15-$20,$15-$20,Yes,$100-$300,No,3,50.0
OABvZY,$20-$40,$8-$10,$8-$10,Yes,$100-$300,Yes,2,30.0
42NeJo,$40-$60,More than $20,More than $20,Yes,$500-$1000,Yes,3,50.0
ylqV46,$20-$40,$6-$8,$8-$10,Yes,$50-$100,Yes,2,30.0
pLP8oy,$20-$40,$4-$6,$6-$8,Yes,$100-$300,Yes,2,30.0
5dqW9v,$20-$40,$4-$6,$8-$10,No,$20-$50,No,2,30.0
NABG0O,,,,,,,,
ylqVl8,$40-$60,$8-$10,$10-$15,Yes,$100-$300,Yes,3,50.0
0EjNE9,$60-$80,$8-$10,$10-$15,No,$500-$1000,Yes,4,70.0
kYRMEZ,$40-$60,$8-$10,$8-$10,No,$100-$300,Yes,3,50.0
8dp7Zk,$20-$40,$6-$8,$8-$10,Yes,"More than $1,000",Yes,2,30.0
WApxEL,$20-$40,$6-$8,$8-$10,Yes,$100-$300,Yes,2,30.0
EPbyLB,$20-$40,$6-$8,$8-$10,Yes,$300-$500,Yes,2,30.0
GrB8Qo,,,,,,,,
xdNOZv,$40-$60,$4-$6,$4-$6,Yes,"More than $1,000",Yes,3,50.0
24x02L,$40-$60,$8-$10,$8-$10,No,"More than $1,000",Yes,3,50.0
WApxeN,$20-$40,$4-$6,$4-$6,No,"More than $1,000",Yes,2,30.0
J2k5Vo,$20-$40,$8-$10,$8-$10,No,$300-$500,Yes,2,30.0
VZ129g,$40-$60,$8-$10,More than $20,No,$300-$500,Yes,3,50.0
NABGBl,$40-$60,$8-$10,$8-$10,No,$100-$300,Yes,3,50.0
VZ12oJ,$40-$60,$6-$8,$8-$10,No,$100-$300,Yes,3,50.0
J2k5Md,$20-$40,$6-$8,$10-$15,No,$300-$500,Yes,2,30.0
EPbyvX,$20-$40,$6-$8,$6-$8,Yes,$100-$300,Yes,2,30.0
VZ12yl,,,,,,,,
oAVXgX,$40-$60,$4-$6,More than $20,No,$100-$300,Yes,3,50.0
qbE0ek,$20-$40,$10-$15,$15-$20,Yes,"More than $1,000",Yes,2,30.0
g5NKXM,$20-$40,$8-$10,$8-$10,Yes,$100-$300,Yes,2,30.0
EPbyOl,,,,,,,,
24xQRp,<$20,$4-$6,$4-$6,No,$500-$1000,Yes,1,10.0
dY2BOd,,,,,,,,
PABVoe,,,,,,,,
xdNO19,$20-$40,$6-$8,$8-$10,No,Less than $20,Yes,2,30.0
zKQPLq,,$6-$8,$8-$10,Yes,"More than $1,000",Yes,,
vNxoVX,<$20,$6-$8,$8-$10,Yes,$50-$100,Yes,1,10.0
24xQGe,$20-$40,$10-$15,$10-$15,No,$50-$100,Yes,2,30.0
eBxkrJ,$40-$60,$15-$20,More than $20,No,"More than $1,000",Yes,3,50.0
rlrzbp,$40-$60,$15-$20,More than $20,Yes,$100-$300,No,3,50.0
xdNOWd,$40-$60,$8-$10,$15-$20,Yes,"More than $1,000",Yes,3,50.0
qbE09g,$20-$40,$4-$6,$6-$8,No,$100-$300,Yes,2,30.0
VZ12rM,$40-$60,$10-$15,$4-$6,No,$500-$1000,Yes,3,50.0
pLPlyV,,,,,,,,
GrB8jz,$20-$40,$4-$6,$6-$8,Yes,$50-$100,Yes,2,30.0
pLPlbq,$20-$40,$4-$6,$2-$4,Yes,"More than $1,000",Yes,2,30.0
24xM8L,$20-$40,$6-$8,$6-$8,No,$500-$1000,Yes,2,30.0
QABP67,$80-$100,$10-$15,$10-$15,Yes,$100-$300,Yes,5,90.0
6dQaoJ,$40-$60,$6-$8,$6-$8,No,$100-$300,No,3,50.0
PABVZx,$40-$60,$8-$10,$8-$10,No,$300-$500,Yes,3,50.0
RzB7Pp,,,,,,,,
QAB6Mg,,,,,,,,
OABWXK,$20-$40,$8-$10,$10-$15,Yes,$100-$300,Yes,2,30.0
ylqWYp,$20-$40,$8-$10,$8-$10,Yes,$300-$500,Yes,2,30.0
VZ1kGv,$20-$40,$6-$8,$8-$10,No,$300-$500,Yes,2,30.0
bl40qo,<$20,$4-$6,$6-$8,Yes,$100-$300,Yes,1,10.0
NABelG,$20-$40,$8-$10,$8-$10,No,$50-$100,Yes,2,30.0
5dqy9M,$40-$60,$10-$15,$8-$10,No,$20-$50,Yes,3,50.0
kYRVEJ,$60-$80,$15-$20,$15-$20,No,"More than $1,000",Yes,4,70.0
Alb1GN,<$20,$4-$6,$2-$4,Yes,$20-$50,Yes,1,10.0
rlrxo5,$20-$40,$6-$8,$10-$15,Yes,$50-$100,Yes,2,30.0
OABW5A,$20-$40,$6-$8,$6-$8,Yes,Less than $20,Yes,2,30.0
zKQPpR,$40-$60,$8-$10,$10-$15,Yes,$100-$300,Yes,3,50.0
WApvYR,$20-$40,$10-$15,$15-$20,Yes,"More than $1,000",Yes,2,30.0
xdNOlo,<$20,$10-$15,$15-$20,No,$100-$300,Yes,1,10.0
NABe7W,$40-$60,$15-$20,$15-$20,Yes,$50-$100,Yes,3,50.0
aBr8zB,$40-$60,$8-$10,More than $20,No,"More than $1,000",Yes,3,50.0
MAd98k,$40-$60,More than $20,More than $20,Yes,"More than $1,000",Yes,3,50.0
xdNel5,$60-$80,$8-$10,$10-$15,Yes,$300-$500,Yes,4,70.0
xdNe6r,<$20,$8-$10,$8-$10,Yes,$20-$50,Yes,1,10.0
42NgdO,$40-$60,$10-$15,$10-$15,Yes,$300-$500,Yes,3,50.0
5dqyVo,$20-$40,$6-$8,$10-$15,Yes,$50-$100,Yes,2,30.0
QAB6JY,$40-$60,$8-$10,$8-$10,Yes,$100-$300,Yes,3,50.0
DVvl9b,,,,,,,,
DVvlbq,<$20,$4-$6,$6-$8,No,$300-$500,Yes,1,10.0
qbE2M2,$40-$60,$10-$15,$15-$20,Yes,$300-$500,Yes,3,50.0
5dqyoM,<$20,$2-$4,$4-$6,No,Less than $20,,1,10.0
24xMzp,$80-$100,$8-$10,$8-$10,No,"More than $1,000",Yes,5,90.0
42NgEk,,$6-$8,$8-$10,No,$500-$1000,Yes,,
XeBKAd,,,,,,,,
RzB7Qp,$20-$40,$10-$15,More than $20,Yes,$50-$100,Yes,2,30.0
GrB2GQ,$20-$40,$4-$6,$4-$6,No,$100-$300,Yes,2,30.0
MAd9WE,$20-$40,$10-$15,$15-$20,Yes,$300-$500,Yes,2,30.0
oAV4YX,$40-$60,$6-$8,$4-$6,No,$100-$300,Yes,3,50.0
g5NRxN,$60-$80,$8-$10,$10-$15,Yes,$300-$500,Yes,4,70.0
42NgM5,$20-$40,More than $20,More than $20,Yes,$300-$500,Yes,2,30.0
lNlPqW,$20-$40,$8-$10,$8-$10,No,$300-$500,Yes,2,30.0
aBr8JE,$60-$80,$15-$20,$10-$15,No,"More than $1,000",Yes,4,70.0
42Ne8r,$20-$40,$10-$15,$15-$20,No,$500-$1000,Yes,2,30.0
LdMQxO,$20-$40,,,,,,2,30.0
XeBK0d,$20-$40,$8-$10,$8-$10,Yes,"More than $1,000",Yes,2,30.0
8dp00l,,,,,,,,
ZdRpqV,$40-$60,$8-$10,$10-$15,Yes,$300-$500,Yes,3,50.0
24xM5V,$20-$40,$8-$10,$10-$15,Yes,$300-$500,Yes,2,30.0
24xqAj,,,,,,,,
OABWqp,,,,,,,,
9dJzzE,$40-$60,$10-$15,$15-$20,Yes,$300-$500,Yes,3,50.0
7d9809,,,,,,,,
dY258K,$40-$60,$10-$15,$10-$15,No,"More than $1,000",Yes,3,50.0
YZzEjJ,$20-$40,$4-$6,$4-$6,Yes,$300-$500,Yes,2,30.0
PABMpV,$20-$40,$10-$15,More than $20,No,$50-$100,Yes,2,30.0
xdNkX5,$20-$40,$10-$15,$10-$15,No,Less than $20,Yes,2,30.0
LdMA7v,$20-$40,$4-$6,$4-$6,No,$300-$500,Yes,2,30.0
1r2Zb4,,,,,,,,
XeBKZP,$60-$80,$6-$8,$8-$10,No,$50-$100,Yes,4,70.0
jB9dPx,$60-$80,$6-$8,$8-$10,Yes,$500-$1000,Yes,4,70.0
42NWaY,$40-$60,$10-$15,$15-$20,Yes,"More than $1,000",Yes,3,50.0
KMBq7X,$40-$60,$10-$15,$6-$8,No,$50-$100,Yes,3,50.0
oAVry1,>$100,$8-$10,$8-$10,No,$300-$500,Yes,6,110.0
QABgJk,$40-$60,$10-$15,$6-$8,Yes,"More than $1,000",Yes,3,50.0
DVvl6p,$20-$40,$6-$8,$8-$10,Yes,$100-$300,Yes,2,30.0
8dpveY,$40-$60,$10-$15,$10-$15,Yes,$20-$50,Yes,3,50.0
DVvrvp,$60-$80,$8-$10,$8-$10,Yes,$100-$300,Yes,4,70.0
ylqKZX,$20-$40,$8-$10,$2-$4,No,$50-$100,Yes,2,30.0
EPbjYr,,,,,,,,
VZ1RYl,$40-$60,$8-$10,More than $20,Yes,$500-$1000,Yes,3,50.0
rlrNpR,$40-$60,$8-$10,$8-$10,No,$300-$500,Yes,3,50.0
vNx710,$40-$60,$10-$15,$15-$20,Yes,$500-$1000,Yes,3,50.0
DVvrMl,$80-$100,$8-$10,$10-$15,No,$100-$300,Yes,5,90.0
bl4B20,$60-$80,$6-$8,$6-$8,Yes,$100-$300,Yes,4,70.0
WApGZk,$20-$40,$8-$10,$15-$20,Yes,"More than $1,000",Yes,2,30.0
7d9BgZ,$20-$40,$4-$6,Less than $2,Yes,$50-$100,Yes,2,30.0
PABaYx,$40-$60,More than $20,More than $20,No,"More than $1,000",Yes,3,50.0
GrBNyk,$80-$100,$6-$8,$6-$8,Yes,$500-$1000,Yes,5,90.0
vNx7pD,>$100,$10-$15,More than $20,No,"More than $1,000",Yes,6,110.0
24xqzL,>$100,$15-$20,$6-$8,Yes,"More than $1,000",Yes,6,110.0
XeBVpd,,,,,,,,
J2kayY,,,,,,,,
jB9O5J,$40-$60,$6-$8,$4-$6,Yes,$100-$300,Yes,3,50.0
aBrbpq,<$20,$8-$10,$15-$20,Yes,Less than $20,No,1,10.0
XeBVZV,,,,,,,,
rlrx85,$20-$40,$4-$6,$6-$8,Yes,$20-$50,Yes,2,30.0
eBxdOE,$20-$40,$4-$6,$2-$4,Yes,Less than $20,No,2,30.0
BGbO2e,$20-$40,$4-$6,$4-$6,Yes,$20-$50,Yes,2,30.0
NABKaW,$40-$60,$8-$10,More than $20,Yes,$300-$500,Yes,3,50.0
g5NyOD,$40-$60,$4-$6,$4-$6,No,$300-$500,Yes,3,50.0
ylqKLW,$60-$80,$10-$15,$10-$15,Yes,$500-$1000,Yes,4,70.0
ylqK54,$40-$60,$4-$6,$8-$10,Yes,$100-$300,Yes,3,50.0
ZdR4pA,$80-$100,$8-$10,$15-$20,Yes,"More than $1,000",Yes,5,90.0
jB9dOY,$20-$40,$8-$10,$8-$10,No,$500-$1000,Yes,2,30.0
1r2ZLO,$80-$100,$10-$15,More than $20,Yes,$300-$500,Yes,5,90.0
qbYZaO,$60-$80,$6-$8,$8-$10,No,$300-$500,Yes,4,70.0
AlboEW,$20-$40,$8-$10,$10-$15,Yes,$500-$1000,Yes,2,30.0
BGL4dR,$40-$60,$6-$8,$6-$8,Yes,$100-$300,Yes,3,50.0
jB0DlJ,$20-$40,$10-$15,$10-$15,No,$50-$100,Yes,2,30.0
eBNZDx,<$20,$6-$8,$6-$8,Yes,$100-$300,Yes,1,10.0
J2VKAR,$20-$40,$2-$4,$2-$4,No,$50-$100,Yes,2,30.0
jB0DQ4,<$20,$4-$6,$8-$10,Yes,Less than $20,Yes,1,10.0
0Ebr79,$40-$60,$8-$10,$8-$10,Yes,$100-$300,Yes,3,50.0
qbYZR9,$40-$60,$8-$10,$15-$20,Yes,"More than $1,000",Yes,3,50.0
yl0ZDB,$20-$40,$4-$6,$4-$6,No,$300-$500,Yes,2,30.0
xd0xPo,$60-$80,$15-$20,More than $20,Yes,"More than $1,000",Yes,4,70.0
XeRlWY,$40-$60,$10-$15,$15-$20,Yes,$100-$300,Yes,3,50.0
eBNZA0,$20-$40,$4-$6,$8-$10,No,$20-$50,Yes,2,30.0
6d1J4N,,,,,,,,
J2VKgX,,,,,,,,
aBjN4X,<$20,$2-$4,$2-$4,Yes,$20-$50,Yes,1,10.0
VZ9EVv,<$20,$8-$10,$8-$10,Yes,$20-$50,No,1,10.0
yl0Zep,$40-$60,$10-$15,$15-$20,Yes,$100-$300,Yes,3,50.0
7dJlza,,,,,,,,
XeRlQe,,,,,,,,
WAe90j,,$8-$10,$8-$10,Yes,$500-$1000,Yes,,
dYZqdK,$20-$40,$6-$8,$6-$8,No,$100-$300,Yes,2,30.0
Al6PLz,$80-$100,,,,,,5,90.0
eBNZzJ,$20-$40,$10-$15,More than $20,Yes,$300-$500,Yes,2,30.0
J2VKGX,$20-$40,$10-$15,More than $20,Yes,"More than $1,000",Yes,2,30.0
PABaAP,$20-$40,$6-$8,$4-$6,Yes,Less than $20,Yes,2,30.0
YZoDgv,$80-$100,$6-$8,$8-$10,No,"More than $1,000",No,5,90.0
24b8Y9,,,,,,,,
ZdG5yV,$20-$40,$6-$8,$8-$10,Yes,$50-$100,Yes,2,30.0
RzZK14,,,,,,,,
LdE14p,,,,,,,,
QAx2qG,$20-$40,$8-$10,$8-$10,Yes,$300-$500,Yes,2,30.0
bl2Vy6,$40-$60,$6-$8,$6-$8,Yes,"More than $1,000",Yes,3,50.0
Grovo2,<$20,$10-$15,$4-$6,No,Less than $20,Yes,1,10.0
0Ebry9,$20-$40,$6-$8,$4-$6,Yes,$100-$300,Yes,2,30.0
PA2jNB,$20-$40,$6-$8,$6-$8,Yes,"More than $1,000",Yes,2,30.0
VZ9Eyj,$40-$60,$8-$10,$8-$10,Yes,$500-$1000,Yes,3,50.0
lN0DEk,,,,,,,,
WAe9GJ,$60-$80,$8-$10,$8-$10,Yes,"More than $1,000",Yes,4,70.0
eBNZdq,$80-$100,$6-$8,$8-$10,No,"More than $1,000",Yes,5,90.0
pL0xab,,,,,,,,
BGL4r5,$20-$40,$8-$10,$10-$15,Yes,$50-$100,Yes,2,30.0
KMPQ9A,$20-$40,$4-$6,More than $20,No,$300-$500,Yes,2,30.0
1rbP1M,<$20,$4-$6,$4-$6,No,$100-$300,Yes,1,10.0
6d18jo,,,,,,,,
EPBkqq,>$100,$8-$10,$15-$20,Yes,"More than $1,000",Yes,6,110.0
MArKXl,$40-$60,$4-$6,$6-$8,Yes,$50-$100,Yes,3,50.0
24bEBg,$40-$60,$10-$15,More than $20,No,"More than $1,000",Yes,3,50.0
yl0PXW,$40-$60,$8-$10,$6-$8,Yes,$100-$300,Yes,3,50.0
zK0xYg,$60-$80,$15-$20,,,$500-$1000,Yes,4,70.0
RzZG44,$40-$60,$6-$8,$6-$8,Yes,$100-$300,Yes,3,50.0
42142r,$20-$40,$6-$8,More than $20,Yes,$100-$300,Yes,2,30.0
BGLzXe,$60-$80,$6-$8,$15-$20,No,"More than $1,000",Yes,4,70.0
MAreLA,$60-$80,$15-$20,$15-$20,,$300-$500,Yes,4,70.0
OAjDGM,$40-$60,$4-$6,$4-$6,Yes,"More than $1,000",Yes,3,50.0
rl0jGl,,,,,,,,
jB0aW4,$20-$40,$6-$8,$6-$8,Yes,$100-$300,Yes,2,30.0
xd0Xy5,,,,,,,,
dYZWjK,$40-$60,$6-$8,$8-$10,Yes,$500-$1000,Yes,3,50.0
pLPjdJ,$40-$60,$10-$15,More than $20,Yes,$500-$1000,Yes,3,50.0
EPBkPl,$20-$40,$4-$6,$15-$20,No,$300-$500,No,2,30.0
0EbQbN,$20-$40,$6-$8,$8-$10,Yes,$300-$500,Yes,2,30.0
yl0PeB,<$20,$8-$10,$8-$10,Yes,$100-$300,Yes,1,10.0
Grox5j,,,,,,,,
8dJ1rA,<$20,$4-$6,$4-$6,No,Less than $20,Yes,1,10.0
4214qo,$40-$60,$10-$15,More than $20,No,,Yes,3,50.0
aBjQgW,$60-$80,$6-$8,$6-$8,No,$500-$1000,Yes,4,70.0
aBjQyy,$40-$60,$8-$10,$10-$15,Yes,$50-$100,Yes,3,50.0
jB0ap9,$40-$60,$8-$10,$10-$15,Yes,$500-$1000,Yes,3,50.0
7dJRez,$40-$60,$10-$15,$10-$15,Yes,$500-$1000,Yes,3,50.0
BGLz71,$60-$80,$8-$10,$10-$15,No,$500-$1000,Yes,4,70.0
NA4p5W,$40-$60,$15-$20,$8-$10,Yes,$500-$1000,No,3,50.0
6d18eo,,$2-$4,$2-$4,No,$500-$1000,Yes,,
lNlQkv,$20-$40,$6-$8,$6-$8,Yes,$500-$1000,Yes,2,30.0
8dJoAY,$20-$40,$10-$15,$10-$15,Yes,$500-$1000,Yes,2,30.0
6d18yo,<$20,$8-$10,More than $20,Yes,$300-$500,Yes,1,10.0
OAjD6g,,,,,,,,
dYZWer,$20-$40,$6-$8,$6-$8,No,$50-$100,Yes,2,30.0
YZo58J,>$100,More than $20,More than $20,Yes,"More than $1,000",Yes,6,110.0
8dJ175,<$20,$4-$6,$4-$6,Yes,Less than $20,Yes,1,10.0
XeRxKg,$80-$100,$8-$10,$8-$10,Yes,$300-$500,Yes,5,90.0
oA09eX,,,,,,,,
rl0jRp,$40-$60,$6-$8,$10-$15,Yes,$500-$1000,Yes,3,50.0
MAr1DY,<$20,,,,,,1,10.0
rl0DO5,$40-$60,,$6-$8,No,$500-$1000,Yes,3,50.0
bl2Z70,<$20,,,,,,1,10.0
QAxoJY,,,,,,,,
421a7B,<$20,$8-$10,$15-$20,Yes,Less than $20,Yes,1,10.0
vN0XBX,$20-$40,$6-$8,$8-$10,No,$100-$300,Yes,2,30.0
yl0XYW,$20-$40,$8-$10,More than $20,Yes,"More than $1,000",Yes,2,30.0
NA4q0p,$20-$40,$2-$4,$4-$6,Yes,$100-$300,Yes,2,30.0
7dJXK9,$40-$60,$8-$10,$8-$10,Yes,$500-$1000,Yes,3,50.0
WAeJek,>$100,$8-$10,More than $20,No,$20-$50,Yes,6,110.0
Al6rdo,$20-$40,$6-$8,More than $20,No,$500-$1000,Yes,2,30.0
rl0DvN,,,,,,,,
yl0Xdg,$40-$60,$8-$10,More than $20,Yes,"More than $1,000",Yes,3,50.0
KMPpk8,<$20,$2-$4,$4-$6,No,Less than $20,Yes,1,10.0
rl0DJN,<$20,$6-$8,$6-$8,Yes,$50-$100,Yes,1,10.0
6d1DWJ,<$20,$6-$8,$8-$10,Yes,Less than $20,Yes,1,10.0
zK0EJk,<$20,$6-$8,$8-$10,Yes,"More than $1,000",No,1,10.0
8dJNGr,>$100,More than $20,More than $20,Yes,"More than $1,000",Yes,6,110.0
XeR5zg,$20-$40,$6-$8,$6-$8,Yes,$300-$500,Yes,2,30.0
bl25aZ,$40-$60,$15-$20,$15-$20,Yes,"More than $1,000",Yes,3,50.0
VZ9pXE,,,,,,,,
DVXqPb,,,,,,,,
xd0Vgo,$60-$80,$10-$15,$10-$15,No,"More than $1,000",Yes,4,70.0
9d6NaY,$20-$40,$6-$8,$6-$8,No,$100-$300,Yes,2,30.0
g5QbLJ,$20-$40,$4-$6,$6-$8,No,"More than $1,000",Yes,2,30.0
OAjQg8,$20-$40,$8-$10,$8-$10,Yes,$100-$300,Yes,2,30.0
PA2RWQ,$40-$60,$6-$8,$8-$10,No,"More than $1,000",Yes,3,50.0
PA2RLd,<$20,$2-$4,$2-$4,No,Less than $20,Yes,1,10.0
qbY58k,$60-$80,$8-$10,More than $20,No,"More than $1,000",Yes,4,70.0
J2V17r,,,,,,,,
LdEDeJ,$40-$60,$6-$8,$8-$10,No,"More than $1,000",Yes,3,50.0
g5QbEJ,$40-$60,$4-$6,$6-$8,Yes,$300-$500,Yes,3,50.0
xd0VLG,$20-$40,$10-$15,More than $20,No,$500-$1000,Yes,2,30.0
RzZWAQ,$80-$100,$8-$10,$10-$15,Yes,"More than $1,000",Yes,5,90.0
kY0bMr,$20-$40,$10-$15,More than $20,No,$300-$500,Yes,2,30.0
YZojoW,$20-$40,$2-$4,$2-$4,No,$100-$300,No,2,30.0
6d1L8J,,,,,,,,
0EbV9P,$20-$40,$4-$6,$6-$8,Yes,"More than $1,000",Yes,2,30.0
oA09Xb,$40-$60,$6-$8,$6-$8,Yes,$500-$1000,Yes,3,50.0
MArXNp,,,,,,,,
bl2ZB1,$80-$100,$8-$10,$10-$15,No,$500-$1000,Yes,5,90.0
jB0ZZa,$20-$40,$4-$6,$4-$6,No,$300-$500,Yes,2,30.0
dYZENo,$40-$60,$8-$10,$8-$10,Yes,$20-$50,No,3,50.0
7dJqKP,,,,,,,,
aBj94v,$20-$40,$6-$8,$10-$15,Yes,$100-$300,Yes,2,30.0
pL0ryq,$40-$60,$6-$8,$15-$20,Yes,$300-$500,Yes,3,50.0
qbYLA2,$40-$60,$4-$6,$4-$6,Yes,$500-$1000,Yes,3,50.0
24bX4p,<$20,$6-$8,$6-$8,No,$50-$100,No,1,10.0
oA0E9P,$40-$60,$6-$8,$6-$8,No,$100-$300,Yes,3,50.0
PA2pOb,$40-$60,$6-$8,$8-$10,Yes,$300-$500,Yes,3,50.0
eBNMEE,$60-$80,$6-$8,$10-$15,Yes,$500-$1000,Yes,4,70.0
XeRLLg,$20-$40,$4-$6,$6-$8,Yes,$500-$1000,Yes,2,30.0
yl0Mjd,<$20,Less than $2,Less than $2,No,Less than $20,Yes,1,10.0
NA4rNQ,,,,,,,,
1rbXOl,$80-$100,$10-$15,$15-$20,Yes,$500-$1000,Yes,5,90.0
Al6zN0,$20-$40,$8-$10,$8-$10,No,$500-$1000,Yes,2,30.0
24bXgj,$20-$40,$6-$8,$10-$15,Yes,$50-$100,Yes,2,30.0
EPBK7o,,,,,,,,
YZoPDW,$20-$40,$8-$10,$10-$15,No,"More than $1,000",Yes,2,30.0
lN0BYo,$40-$60,$8-$10,$6-$8,Yes,$300-$500,Yes,3,50.0
yl0Mgx,$40-$60,$10-$15,More than $20,No,$500-$1000,Yes,3,50.0
dYZEVo,<$20,$6-$8,$8-$10,Yes,Less than $20,Yes,1,10.0
EPBKpL,,,,,,,,
jB0Z4E,<$20,$4-$6,$4-$6,Yes,Less than $20,Yes,1,10.0
Al6zgW,$60-$80,$10-$15,$10-$15,Yes,"More than $1,000",Yes,4,70.0
9d6BKG,<$20,$6-$8,$6-$8,No,Less than $20,Yes,1,10.0
vN0rj4,$40-$60,$10-$15,$10-$15,Yes,$100-$300,Yes,3,50.0
LdEZRv,$20-$40,$10-$15,$8-$10,No,"More than $1,000",Yes,2,30.0
RzZxOP,<$20,$6-$8,$6-$8,Yes,$100-$300,Yes,1,10.0
dYZELD,<$20,Less than $2,More than $20,No,Less than $20,Yes,1,10.0
oA0D9b,$60-$80,$4-$6,$6-$8,No,$300-$500,Yes,4,70.0
DVXKql,$40-$60,$8-$10,$10-$15,No,$300-$500,Yes,3,50.0
MArXjX,$80-$100,$10-$15,$10-$15,Yes,$500-$1000,Yes,5,90.0
7dJbL0,$40-$60,$10-$15,$10-$15,Yes,$50-$100,Yes,3,50.0
OAjlzR,<$20,$6-$8,$10-$15,Yes,$300-$500,Yes,1,10.0
0Eb7MN,$40-$60,$6-$8,$6-$8,Yes,,Yes,3,50.0
qbYaBY,$40-$60,$4-$6,$6-$8,No,$100-$300,Yes,3,50.0
aBjeBv,$20-$40,$8-$10,$2-$4,No,$50-$100,Yes,2,30.0
RzZd4d,$20-$40,$6-$8,$10-$15,Yes,Less than $20,No,2,30.0
yl0Nx4,$20-$40,$4-$6,$2-$4,No,$100-$300,Yes,2,30.0
VZ9j8J,$40-$60,$8-$10,$8-$10,No,$50-$100,Yes,3,50.0
XeRrBO,<$20,$4-$6,$4-$6,Yes,Less than $20,Yes,1,10.0
ZdG8b0,>$100,$15-$20,$15-$20,Yes,"More than $1,000",Yes,6,110.0
XeRrOd,$60-$80,$8-$10,$4-$6,No,$100-$300,Yes,4,70.0
6d1eA5,<$20,$6-$8,$8-$10,No,Less than $20,Yes,1,10.0
24bBlb,,,,,,,,
kY09zd,$20-$40,$4-$6,$2-$4,No,$100-$300,Yes,2,30.0
9d6XPV,,,,,,,,
6d1epo,$80-$100,More than $20,More than $20,Yes,"More than $1,000",Yes,5,90.0
zK0NRM,,,,,,,,
bl29y1,>$100,$10-$15,More than $20,No,$500-$1000,Yes,6,110.0
lN0qY6,$20-$40,$10-$15,$6-$8,Yes,$500-$1000,No,2,30.0
RzZd2Q,$20-$40,$6-$8,$8-$10,Yes,$100-$300,Yes,2,30.0
eBND8k,$20-$40,$6-$8,$6-$8,No,$100-$300,Yes,2,30.0
lN0BDN,$40-$60,$8-$10,More than $20,Yes,$100-$300,Yes,3,50.0
24bXyj,$40-$60,$10-$15,$15-$20,Yes,$300-$500,Yes,3,50.0
RzZdlK,$60-$80,$8-$10,More than $20,Yes,$500-$1000,Yes,4,70.0
YZoR15,$40-$60,$8-$10,$8-$10,Yes,$500-$1000,Yes,3,50.0
g5QeBd,<$20,Less than $2,Less than $2,No,Less than $20,No,1,10.0
kY09M6,$20-$40,$8-$10,$8-$10,No,$500-$1000,Yes,2,30.0
XeRJxV,$40-$60,$10-$15,$15-$20,Yes,$500-$1000,Yes,3,50.0
EPBddA,<$20,$4-$6,$6-$8,Yes,$100-$300,Yes,1,10.0
kY0eNZ,$40-$60,More than $20,More than $20,No,"More than $1,000",Yes,3,50.0
VZ9QGl,$40-$60,$6-$8,$6-$8,Yes,$50-$100,Yes,3,50.0
vN0eAl,$80-$100,$10-$15,$15-$20,Yes,"More than $1,000",Yes,5,90.0
EPBdQl,$20-$40,$10-$15,More than $20,Yes,$100-$300,Yes,2,30.0
1rbd4b,,,,,,,,
DVXkeZ,,,,,,,,
RzZM8d,$20-$40,$8-$10,$8-$10,Yes,$300-$500,Yes,2,30.0
QAxe0G,<$20,$6-$8,$6-$8,Yes,$500-$1000,Yes,1,10.0
RzZMvJ,$20-$40,$6-$8,$8-$10,No,$300-$500,Yes,2,30.0
8dJapO,$60-$80,$4-$6,$2-$4,No,$100-$300,Yes,4,70.0
dYZaZq,$20-$40,$4-$6,$8-$10,No,$300-$500,Yes,2,30.0
pL0y5E,$20-$40,More than $20,More than $20,No,$500-$1000,Yes,2,30.0
