submission_id,age,gender,education_level,employment_status,number_children,work_from_home,cups_per_day,where_drink,brew_methods,purchase_locations,favorite_drink,preferred_style,preferred_strength,preferred_roast_level,caffeine_preference,expertise,likes_coffee_taste,knows_coffee_source,expertise_segment,expertise_segment_order,monthly_coffee_spend,monthly_spend_band_order,estimated_monthly_spend,most_paid_for_coffee,most_willing_to_pay,cafe_coffee_good_value,equipment_spend,equipment_good_value,is_premium_customer,preferred_abc,preferred_a_or_d,preferred_overall
1r2e7b,35-44 years old,Female,Master's degree,Employed full-time,,I primarily work from home,2,"At home, At a cafe","Pour over, French press",,Pourover,Sweet,Somewhat light,Nordic,Full caffeine,8.0,Yes,Yes,Advanced,3,$20-$40,2.0,30.0,$15-$20,$15-$20,Yes,$300-$500,Yes,0,Coffee A,Coffee D,Coffee B
ZdR71z,25-34 years old,Male,Bachelor's degree,Employed full-time,,I primarily work in person,1,"At a cafe, At the office, At home",Pour over,,Pourover,Bright,Somewhat strong,Light,Full caffeine,4.0,Yes,Yes,Intermediate,2,$20-$40,2.0,30.0,$6-$8,$8-$10,Yes,$300-$500,Yes,0,Coffee A,Coffee A,Coffee C
LdMrWJ,35-44 years old,Male,Some college or associate's degree,Employed full-time,2,I do a mix of both,2,"At the office, On the go, At home, At a cafe","Pour over, French press, Other","Local cafe, National chain (e.g. Starbucks, Dunkin), Specialty coffee shop",Pourover,Chocolatey,Medium,Medium,Full caffeine,6.0,Yes,No,Intermediate,2,$20-$40,2.0,30.0,$10-$15,More than $20,Yes,$100-$300,Yes,0,Coffee A,Coffee D,Coffee D
6dQlOJ,25-34 years old,Female,Doctorate or professional degree,Unemployed,,I primarily work in person,1,At the office,,,Latte,Nutty,Somewhat strong,Medium,Half caff,3.0,Yes,No,Beginner,1,$20-$40,2.0,30.0,$4-$6,$6-$8,Yes,$20-$50,Yes,0,Coffee B,Coffee A,Coffee B
KMBEyk,25-34 years old,Female,Doctorate or professional degree,Employed full-time,,I do a mix of both,3,"At home, At a cafe, On the go, At the office","Pour over, Coffee brewing machine (e.g. Mr. Coffee)","Local cafe, National chain (e.g. Starbucks, Dunkin)",Cappuccino,Nutty,Medium,Medium,Full caffeine,3.0,Yes,No,Beginner,1,$60-$80,4.0,70.0,$4-$6,$6-$8,Yes,$50-$100,Yes,0,Coffee A,Coffee A,Coffee A
bl4pNL,18-24 years old,Male,Bachelor's degree,Employed full-time,,I do a mix of both,1,"At home, At the office",Espresso,,Iced coffee,Full Bodied,Somewhat strong,Dark,Full caffeine,7.0,Yes,Yes,Advanced,3,$20-$40,2.0,30.0,$8-$10,$8-$10,No,$500-$1000,Yes,0,Coffee A,Coffee D,Coffee D
xdNq0r,25-34 years old,,,,,,3,At home,"Pour over, Espresso",,Cortado,Full Bodied,Somewhat strong,Medium,Full caffeine,7.0,,,Advanced,3,,,,,,,,,0,Coffee A,Coffee D,Coffee D
eBxJYO,55-64 years old,,,,,,4,At home,Pod/capsule machine (e.g. Keurig/Nespresso),,Americano,Bold,Very strong,Dark,Full caffeine,5.0,,,Intermediate,2,,,,,,,,,0,Coffee B,Coffee A,Coffee B
VZ162J,45-54 years old,Female,Bachelor's degree,Homemaker,More than 3,I primarily work from home,2,"At home, On the go","Espresso, Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso)","Deli or supermarket, Local cafe",Cappuccino,Full Bodied,Very strong,Dark,Full caffeine,5.0,Yes,Yes,Intermediate,2,<$20,1.0,10.0,$8-$10,$2-$4,No,$300-$500,Yes,0,Coffee A,Coffee A,Coffee A
rlr4p5,35-44 years old,Male,Master's degree,Employed full-time,2,I primarily work from home,3,At home,"Pour over, Espresso",,Pourover,Fruity,Somewhat strong,Light,Full caffeine,7.0,Yes,Yes,Advanced,3,$60-$80,4.0,70.0,$10-$15,$15-$20,No,"More than $1,000",Yes,1,Coffee A,Coffee D,Coffee D
6dQl1k,25-34 years old,Male,Bachelor's degree,Employed full-time,,I primarily work from home,1,"At home, At a cafe","Cold brew, French press, Pour over, Other",,Cortado,Full Bodied,Medium,Medium,Full caffeine,8.0,Yes,Yes,Advanced,3,$60-$80,4.0,70.0,$10-$15,More than $20,Yes,$300-$500,Yes,1,Coffee C,Coffee D,Coffee D
aBrLk9,25-34 years old,,,,,,1,At home,Pour over,,Pourover,Floral,Somewhat strong,Light,Full caffeine,6.0,,,Intermediate,2,,,,,,,,,0,Coffee A,Coffee A,Coffee A
jB9R0a,35-44 years old,Male,Some college or associate's degree,Employed full-time,,I primarily work from home,1,At home,"Other, Espresso, Pour over",,Americano,Chocolatey,Very strong,Medium,Full caffeine,6.0,Yes,Yes,Intermediate,2,$20-$40,2.0,30.0,$10-$15,$15-$20,,"More than $1,000",No,0,Coffee B,Coffee D,Coffee B
5dq786,25-34 years old,Male,Bachelor's degree,Employed full-time,1,I primarily work in person,1,"At the office, At home",Other,,Regular drip coffee,Juicy,Somewhat strong,Light,Full caffeine,8.0,Yes,Yes,Advanced,3,$40-$60,3.0,50.0,More than $20,More than $20,Yes,$20-$50,Yes,0,Coffee C,Coffee D,Coffee C
zKQ92a,>65 years old,,,,,,2,At home,"Pour over, French press, Espresso, Pod/capsule machine (e.g. Keurig/Nespresso)",,Espresso,Full Bodied,Somewhat strong,Medium,Full caffeine,7.0,,,Advanced,3,,,,,,,,,0,Coffee A,Coffee A,Coffee A
42N6zO,45-54 years old,Male,Bachelor's degree,Employed full-time,,I primarily work from home,2,At home,Espresso,,Cappuccino,Fruity,Somewhat strong,Medium,Full caffeine,6.0,Yes,Yes,Intermediate,2,$60-$80,4.0,70.0,$6-$8,$6-$8,No,"More than $1,000",Yes,0,Coffee C,Coffee D,Coffee D
1r2erg,18-24 years old,Male,Some college or associate's degree,Employed part-time,,I primarily work in person,1,At home,"Pour over, Espresso, French press, Other",,Cortado,Nutty,Somewhat strong,Dark,Full caffeine,6.0,Yes,Yes,Intermediate,2,$40-$60,3.0,50.0,$4-$6,$8-$10,No,"More than $1,000",Yes,0,Coffee B,Coffee A,Coffee B
LdMrq2,35-44 years old,Male,Bachelor's degree,Employed full-time,,I primarily work from home,2,At home,"Pour over, Espresso",,Espresso,Fruity,Somewhat strong,Nordic,Full caffeine,9.0,Yes,Yes,Expert,4,$40-$60,3.0,50.0,$6-$8,More than $20,No,"More than $1,000",Yes,0,Coffee A,Coffee A,Coffee A
MAd4VX,25-34 years old,Male,Master's degree,Employed full-time,,I primarily work in person,1,"At home, At a cafe",Espresso,,Latte,Chocolatey,Somewhat strong,Dark,Full caffeine,6.0,Yes,Yes,Intermediate,2,$20-$40,2.0,30.0,$6-$8,$15-$20,Yes,"More than $1,000",Yes,0,Coffee B,Coffee A,Coffee B
42N69k,25-34 years old,Male,Bachelor's degree,Employed full-time,,I do a mix of both,1,"At home, At the office","Pour over, French press, Espresso, Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso), Cold brew",,Espresso,Full Bodied,Somewhat strong,Medium,Full caffeine,8.0,Yes,Yes,Advanced,3,$20-$40,2.0,30.0,$4-$6,More than $20,No,$500-$1000,Yes,0,Coffee C,Coffee D,Coffee D
PABxYe,25-34 years old,Male,,Employed full-time,,I primarily work from home,3,At home,"Pour over, French press, Espresso, Other",,Pourover,Juicy,Somewhat strong,Light,Full caffeine,7.0,Yes,Yes,Advanced,3,$60-$80,4.0,70.0,$10-$15,$15-$20,Yes,"More than $1,000",Yes,1,Coffee A,Coffee D,Coffee D
GrBGy2,25-34 years old,Female,Bachelor's degree,Employed full-time,,I primarily work in person,3,"At the office, On the go, At home",Espresso,Local cafe,Americano,Chocolatey,Somewhat strong,Medium,Full caffeine,6.0,Yes,Yes,Intermediate,2,$60-$80,4.0,70.0,$8-$10,$8-$10,No,$500-$1000,Yes,0,Coffee C,Coffee D,Coffee D
EPbRb4,35-44 years old,Male,Master's degree,Employed full-time,,I primarily work from home,2,"At home, At the office","Cold brew, Pour over",,Mocha,Chocolatey,Somewhat strong,Dark,Full caffeine,6.0,Yes,Yes,Intermediate,2,$40-$60,3.0,50.0,$6-$8,$8-$10,No,$50-$100,Yes,0,Coffee B,Coffee A,Coffee B
ZdR7ya,25-34 years old,Male,Bachelor's degree,Employed full-time,,I primarily work in person,1,"At the office, At home",Pour over,,Pourover,Fruity,Medium,Medium,Half caff,8.0,Yes,Yes,Advanced,3,$40-$60,3.0,50.0,$8-$10,$8-$10,No,"More than $1,000",Yes,0,Coffee A,Coffee A,Coffee A
bl4Jbo,25-34 years old,Female,Some college or associate's degree,Employed part-time,,I primarily work in person,1,"At home, At a cafe","Pour over, Instant coffee",,Other,Sweet,Medium,Medium,Full caffeine,5.0,Yes,Yes,Intermediate,2,$20-$40,2.0,30.0,$8-$10,$8-$10,Yes,$300-$500,Yes,0,Coffee A,Coffee D,Coffee D
lNlG96,18-24 years old,Male,High school graduate,Employed part-time,,I primarily work in person,1,"At a cafe, At home",Pour over,,Cappuccino,Sweet,Somewhat strong,Light,Full caffeine,3.0,Yes,No,Beginner,1,$20-$40,2.0,30.0,$4-$6,$6-$8,Yes,$100-$300,Yes,0,Coffee C,Coffee D,Coffee D
ZdR7ga,35-44 years old,Female,Bachelor's degree,Student,More than 3,I do a mix of both,1,At home,"Espresso, Pour over, Other",,Latte,Caramalized,Medium,Medium,Full caffeine,2.0,Yes,No,Beginner,1,$40-$60,3.0,50.0,$8-$10,$4-$6,No,$500-$1000,Yes,0,Coffee C,Coffee A,Coffee C
xdNWOy,35-44 years old,Female,Master's degree,Employed full-time,,I primarily work from home,2,At home,"Pour over, French press, Cold brew",,Latte,Chocolatey,Somewhat strong,Dark,Full caffeine,7.0,Yes,No,Advanced,3,$40-$60,3.0,50.0,$8-$10,$15-$20,No,$300-$500,Yes,0,Coffee C,Coffee D,Coffee C
42N6Ro,25-34 years old,Male,Bachelor's degree,Employed full-time,,I primarily work from home,2,At home,"Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee)",,Pourover,Juicy,Somewhat strong,Light,Full caffeine,8.0,Yes,Yes,Advanced,3,$40-$60,3.0,50.0,$8-$10,$15-$20,No,$500-$1000,Yes,0,Coffee A,Coffee A,Coffee A
zKQ9BZ,35-44 years old,Male,Doctorate or professional degree,Employed full-time,,I primarily work from home,1,At home,Pour over,,Pourover,Floral,Somewhat strong,Light,Full caffeine,5.0,Yes,No,Intermediate,2,$20-$40,2.0,30.0,$8-$10,$15-$20,Yes,$300-$500,Yes,0,Coffee A,Coffee D,Coffee D
5dq7GE,25-34 years old,Male,Bachelor's degree,Employed full-time,,I primarily work in person,2,"At the office, At home, On the go","Pour over, French press, Other","Specialty coffee shop, Local cafe",Pourover,Juicy,Somewhat strong,Light,Full caffeine,8.0,Yes,Yes,Advanced,3,$40-$60,3.0,50.0,$10-$15,$15-$20,No,$300-$500,Yes,0,Coffee A,Coffee D,Coffee D
g5NlDN,55-64 years old,Female,Bachelor's degree,Employed part-time,2,I primarily work in person,2,"At home, At the office",Coffee brewing machine (e.g. Mr. Coffee),,Latte,Nutty,Medium,Medium,Full caffeine,5.0,Yes,No,Intermediate,2,$40-$60,3.0,50.0,$4-$6,$4-$6,No,$100-$300,Yes,0,Coffee B,Coffee A,Coffee B
42N6Do,25-34 years old,Male,Bachelor's degree,Student,,I do a mix of both,2,At home,Pour over,,Pourover,Fruity,Somewhat strong,Light,Full caffeine,7.0,Yes,Yes,Advanced,3,$20-$40,2.0,30.0,$15-$20,More than $20,No,$100-$300,Yes,0,Coffee C,Coffee A,Coffee D
WApWXL,55-64 years old,Male,Master's degree,Employed part-time,2,I primarily work from home,3,At home,Cold brew,,Iced coffee,Bold,Medium,Medium,Full caffeine,5.0,Yes,No,Intermediate,2,$20-$40,2.0,30.0,$6-$8,$8-$10,No,$50-$100,Yes,0,Coffee A,Coffee A,Coffee A
AlbgaB,25-34 years old,Male,Some college or associate's degree,Employed full-time,,I primarily work in person,2,"At the office, On the go, At home","Pour over, Espresso, French press, Coffee brewing machine (e.g. Mr. Coffee)","Specialty coffee shop, Other, Local cafe",Pourover,Fruity,Somewhat strong,Light,Full caffeine,7.0,Yes,Yes,Advanced,3,$40-$60,3.0,50.0,$6-$8,$8-$10,No,,,0,Coffee A,Coffee D,Coffee D
xdNqlo,35-44 years old,Male,Master's degree,Employed full-time,,I do a mix of both,3,"At home, At the office","Pour over, French press, Espresso, Other",,Espresso,Fruity,Medium,Medium,Full caffeine,7.0,Yes,Yes,Advanced,3,$20-$40,2.0,30.0,$8-$10,$6-$8,Yes,$500-$1000,Yes,0,Coffee A,Coffee D,Coffee D
KMBE2z,18-24 years old,Male,Bachelor's degree,Employed full-time,,I primarily work in person,2,"At the office, At home, At a cafe","Pour over, Espresso",,Iced coffee,Juicy,Somewhat strong,Light,Full caffeine,7.0,Yes,Yes,Advanced,3,$60-$80,4.0,70.0,$10-$15,$10-$15,Yes,"More than $1,000",Yes,1,Coffee A,Coffee D,Coffee D
5dq7xv,25-34 years old,Male,Doctorate or professional degree,Employed full-time,2,I primarily work from home,2,At home,"French press, Coffee brewing machine (e.g. Mr. Coffee)",,Pourover,Bright,Somewhat strong,Light,Full caffeine,3.0,Yes,No,Beginner,1,$40-$60,3.0,50.0,$4-$6,$8-$10,Yes,$20-$50,Yes,0,Coffee A,Coffee D,Coffee D
QABZZY,35-44 years old,Male,Bachelor's degree,Employed full-time,,I primarily work from home,1,At home,"Espresso, Pour over",,Americano,Full Bodied,Somewhat strong,Light,Full caffeine,4.0,Yes,Yes,Intermediate,2,$40-$60,3.0,50.0,$6-$8,$8-$10,No,$100-$300,Yes,0,Coffee C,Coffee D,Coffee D
MAdx0p,25-34 years old,Male,Bachelor's degree,Employed full-time,,I do a mix of both,2,At home,Pour over,,Pourover,Bright,Medium,Light,Full caffeine,5.0,Yes,Yes,Intermediate,2,$40-$60,3.0,50.0,$8-$10,$10-$15,No,$500-$1000,Yes,0,Coffee C,Coffee D,Coffee D
WApWgP,25-34 years old,Male,Bachelor's degree,Employed full-time,,I do a mix of both,2,"At home, At the office","Pour over, French press, Other",,Pourover,Juicy,Somewhat strong,Light,Full caffeine,8.0,Yes,Yes,Advanced,3,$40-$60,3.0,50.0,$8-$10,$8-$10,No,$100-$300,Yes,0,Coffee A,Coffee A,Coffee A
eBxJ8J,25-34 years old,Male,Bachelor's degree,Employed full-time,,I primarily work from home,1,At home,"Pour over, Espresso",,Cortado,Bright,Somewhat strong,Light,Full caffeine,9.0,Yes,Yes,Expert,4,$40-$60,3.0,50.0,$8-$10,,No,$500-$1000,Yes,0,Coffee A,Coffee D,Coffee D
42N6Ob,35-44 years old,Male,Doctorate or professional degree,Employed full-time,1,I primarily work from home,1,At home,Pour over,,Pourover,Fruity,Medium,Light,Full caffeine,7.0,Yes,Yes,Advanced,3,$20-$40,2.0,30.0,$6-$8,$6-$8,Yes,$100-$300,Yes,0,Coffee A,Coffee D,Coffee B
WApWkQ,55-64 years old,Female,Bachelor's degree,Homemaker,2,I primarily work from home,2,At home,Coffee brewing machine (e.g. Mr. Coffee),,Mocha,Chocolatey,Medium,Medium,Full caffeine,3.0,Yes,No,Beginner,1,<$20,1.0,10.0,$4-$6,$4-$6,No,Less than $20,Yes,0,Coffee B,Coffee A,Coffee B
KMBEEg,18-24 years old,Male,Bachelor's degree,Employed full-time,,I primarily work from home,1,At home,Pour over,,Regular drip coffee,Fruity,Somewhat strong,Light,Full caffeine,7.0,Yes,Yes,Advanced,3,$20-$40,2.0,30.0,$4-$6,$8-$10,Yes,$100-$300,Yes,0,Coffee C,Coffee D,Coffee D
6dQldA,18-24 years old,Non-binary,Some college or associate's degree,Student,,I primarily work in person,Less than 1,At a cafe,,,Espresso,Sweet,Medium,Light,Full caffeine,6.0,Yes,No,Intermediate,2,<$20,1.0,10.0,$8-$10,$6-$8,No,$100-$300,Yes,0,Coffee B,Coffee A,Coffee B
rlr40N,25-34 years old,Male,Bachelor's degree,Employed full-time,,I primarily work in person,2,At home,"Pour over, Espresso",,Pourover,Bright,Somewhat strong,Light,Full caffeine,7.0,Yes,Yes,Advanced,3,$40-$60,3.0,50.0,$8-$10,$15-$20,No,$500-$1000,Yes,0,Coffee C,Coffee D,Coffee D
DVv8QN,55-64 years old,,,,,,1,At the office,,,Cappuccino,Bold,Medium,Medium,Full caffeine,6.0,,,Intermediate,2,,,,,,,,,0,Coffee A,Coffee A,Coffee A
WApW6L,35-44 years old,Female,Master's degree,Employed full-time,,I do a mix of both,2,"On the go, At home","Pour over, French press, Espresso",Local cafe,Latte,Nutty,Somewhat strong,Light,Full caffeine,4.0,Yes,No,Intermediate,2,$40-$60,3.0,50.0,$6-$8,$2-$4,No,Less than $20,No,0,Coffee A,Coffee A,Coffee A
g5NlBD,35-44 years old,Male,Bachelor's degree,Employed full-time,,I primarily work from home,2,At home,Espresso,,Espresso,Full Bodied,Somewhat strong,Medium,Full caffeine,8.0,Yes,Yes,Advanced,3,$60-$80,4.0,70.0,$6-$8,$6-$8,No,"More than $1,000",Yes,1,Coffee A,Coffee D,Coffee D
QABZOp,35-44 years old,Female,Bachelor's degree,Employed part-time,,I primarily work in person,1,"At the office, At home",French press,,Cold brew,Chocolatey,Somewhat strong,Medium,Full caffeine,5.0,Yes,Yes,Intermediate,2,$40-$60,3.0,50.0,$8-$10,$10-$15,No,$100-$300,Yes,0,Coffee C,Coffee A,Coffee C
KMBEgk,25-34 years old,Male,Master's degree,Employed full-time,,I primarily work in person,2,At home,"Pour over, French press",,Pourover,Fruity,Very strong,Light,Full caffeine,7.0,Yes,Yes,Advanced,3,$20-$40,2.0,30.0,$8-$10,$8-$10,Yes,$50-$100,Yes,0,Coffee A,Coffee D,Coffee D
VZ1eAl,45-54 years old,Male,Some college or associate's degree,Unemployed,,I primarily work from home,1,At home,Other,,Iced coffee,Caramalized,Medium,Medium,Decaf,2.0,No,No,Beginner,1,<$20,1.0,10.0,$4-$6,$6-$8,Yes,$20-$50,Yes,0,Coffee B,Coffee D,Coffee B
YZz62W,35-44 years old,Female,,,,I primarily work in person,1,"On the go, At home","Cold brew, French press","National chain (e.g. Starbucks, Dunkin), Local cafe",Latte,Full Bodied,Somewhat strong,Dark,Full caffeine,2.0,Yes,No,Beginner,1,$20-$40,2.0,30.0,$8-$10,$8-$10,Yes,Less than $20,Yes,0,Coffee B,Coffee A,Coffee B
OAB2Yg,55-64 years old,Female,Bachelor's degree,Homemaker,1,,2,At home,Coffee brewing machine (e.g. Mr. Coffee),,Regular drip coffee,Fruity,Medium,Medium,Full caffeine,7.0,Yes,Yes,Advanced,3,,,,,$2-$4,,$20-$50,Yes,0,Coffee C,Coffee D,Coffee D
8dpBBl,35-44 years old,Male,Master's degree,Employed full-time,2,I primarily work in person,1,"At home, At a cafe, At the office",Pour over,,Pourover,Juicy,Somewhat strong,Light,Full caffeine,6.0,Yes,Yes,Intermediate,2,$60-$80,4.0,70.0,$8-$10,$8-$10,Yes,"More than $1,000",Yes,0,Coffee A,Coffee A,Coffee A
VZ1e6j,25-34 years old,Non-binary,Bachelor's degree,Employed full-time,,I primarily work from home,Less than 1,At home,"Espresso, Pour over",,Other,Fruity,Medium,Light,Full caffeine,6.0,Yes,Yes,Intermediate,2,$20-$40,2.0,30.0,$6-$8,More than $20,Yes,$500-$1000,Yes,0,Coffee B,Coffee D,Coffee D
WApWWe,35-44 years old,Male,Bachelor's degree,Employed full-time,1,I do a mix of both,1,On the go,,Drive-thru,Americano,Bright,Somewhat strong,Medium,Full caffeine,6.0,Yes,No,Intermediate,2,$80-$100,5.0,90.0,$6-$8,$6-$8,Yes,$500-$1000,Yes,0,Coffee A,Coffee A,Coffee A
rlr4e2,35-44 years old,Male,Bachelor's degree,Employed full-time,,I primarily work from home,1,At home,"Espresso, Cold brew, Other",,Americano,Chocolatey,Somewhat strong,Dark,Full caffeine,6.0,No,Yes,Intermediate,2,$20-$40,2.0,30.0,$8-$10,More than $20,Yes,"More than $1,000",Yes,0,Coffee B,Coffee A,Coffee B
6dQlqY,25-34 years old,Female,Bachelor's degree,Homemaker,,I primarily work from home,1,At home,Pour over,,Mocha,Chocolatey,Somewhat strong,Light,Full caffeine,3.0,Yes,Yes,Beginner,1,$40-$60,3.0,50.0,$6-$8,$6-$8,Yes,$100-$300,Yes,0,Coffee B,Coffee A,Coffee B
8dpB2A,25-34 years old,Female,Bachelor's degree,Employed full-time,,I primarily work in person,1,"At the office, At home",Pour over,,Pourover,Nutty,Medium,Medium,Full caffeine,5.0,Yes,Yes,Intermediate,2,$40-$60,3.0,50.0,$6-$8,$6-$8,Yes,$500-$1000,Yes,0,Coffee C,Coffee A,Coffee C
NABj2p,25-34 years old,Male,Bachelor's degree,Employed full-time,,I primarily work in person,2,At home,"Pour over, Espresso, French press",,Pourover,Fruity,Somewhat strong,Medium,Full caffeine,6.0,Yes,Yes,Intermediate,2,$20-$40,2.0,30.0,$4-$6,$2-$4,Yes,$500-$1000,Yes,0,Coffee A,Coffee D,Coffee D
oAVPaM,25-34 years old,Male,Bachelor's degree,Student,,I do a mix of both,2,At home,"Espresso, Pour over",,Espresso,Juicy,Somewhat strong,Nordic,Full caffeine,10.0,Yes,Yes,Expert,4,$60-$80,4.0,70.0,$10-$15,More than $20,No,"More than $1,000",Yes,1,Coffee A,Coffee D,Coffee D
DVv89p,35-44 years old,Male,Doctorate or professional degree,Employed full-time,3,I primarily work in person,2,"At home, At the office",Pour over,,Pourover,Juicy,Somewhat strong,Light,Full caffeine,6.0,Yes,Yes,Intermediate,2,$40-$60,3.0,50.0,$6-$8,More than $20,No,$500-$1000,Yes,0,Coffee C,Coffee D,Coffee D
jB9RLJ,25-34 years old,Male,Bachelor's degree,Employed full-time,,I primarily work from home,2,At home,Other,,Regular drip coffee,Bold,Somewhat strong,Light,Full caffeine,4.0,Yes,Yes,Intermediate,2,$20-$40,2.0,30.0,$10-$15,$8-$10,Yes,$100-$300,Yes,0,Coffee B,Coffee A,Coffee B
rlrZXl,25-34 years old,,,,,I primarily work in person,2,At home,"Pour over, French press, Cold brew, Other, Pod/capsule machine (e.g. Keurig/Nespresso)",,Pourover,Caramalized,Somewhat strong,Medium,Full caffeine,6.0,Yes,,Intermediate,2,$20-$40,2.0,30.0,$6-$8,$8-$10,Yes,$300-$500,Yes,0,Coffee C,Coffee D,Coffee D
XeBbpg,25-34 years old,Male,Bachelor's degree,Employed full-time,,I primarily work from home,2,"At home, At a cafe","Pour over, Espresso",,Cappuccino,Juicy,Medium,Light,Full caffeine,8.0,Yes,Yes,Advanced,3,$20-$40,2.0,30.0,$8-$10,$8-$10,No,$500-$1000,Yes,0,Coffee A,Coffee A,Coffee A
ZdR7e0,25-34 years old,Male,Bachelor's degree,Employed full-time,,I primarily work in person,2,"At the office, At home","Pour over, French press, Espresso, Cold brew",,Pourover,Fruity,,Medium,Full caffeine,7.0,Yes,Yes,Advanced,3,$40-$60,3.0,50.0,$8-$10,More than $20,No,$500-$1000,Yes,0,Coffee A,Coffee D,Coffee D
WApWQJ,18-24 years old,Male,High school graduate,Unemployed,,I primarily work from home,2,At home,Pod/capsule machine (e.g. Keurig/Nespresso),,Blended drink (e.g. Frappuccino),Full Bodied,Medium,Medium,Full caffeine,8.0,Yes,Yes,Advanced,3,$20-$40,2.0,30.0,$10-$15,$10-$15,Yes,$20-$50,Yes,0,Coffee C,Coffee D,Coffee C
XeBaWz,25-34 years old,Male,Bachelor's degree,Employed full-time,,I primarily work from home,1,"At home, At the office",Pour over,,Pourover,Fruity,Medium,Light,Full caffeine,5.0,Yes,Yes,Intermediate,2,$20-$40,2.0,30.0,$6-$8,More than $20,No,$500-$1000,Yes,0,Coffee B,Coffee A,Coffee B
xdNqzG,25-34 years old,,,,,I primarily work in person,2,At the office,,,Mocha,Chocolatey,Somewhat strong,Medium,Full caffeine,5.0,,,Intermediate,2,$20-$40,2.0,30.0,,,,,,0,Coffee C,Coffee D,Coffee C
WApWxv,35-44 years old,Female,Bachelor's degree,Homemaker,2,I primarily work from home,2,"At a cafe, At home","Pour over, Bean-to-cup machine, Coffee extract (e.g. Cometeer), Cold brew",,Pourover,Fruity,Medium,Light,Full caffeine,7.0,Yes,Yes,Advanced,3,$40-$60,3.0,50.0,$8-$10,$8-$10,Yes,"More than $1,000",Yes,0,Coffee B,Coffee D,Coffee D
AlbgoD,18-24 years old,Male,Master's degree,Employed full-time,,I primarily work from home,2,At home,Espresso,,Espresso,Full Bodied,Somewhat strong,Medium,Full caffeine,5.0,Yes,Yes,Intermediate,2,$20-$40,2.0,30.0,$6-$8,$6-$8,No,$500-$1000,No,0,Coffee B,Coffee A,Coffee D
dY2MBK,18-24 years old,Male,Doctorate or professional degree,Student,,I primarily work from home,1,At home,"Pour over, French press, Espresso",,Americano,Fruity,Very strong,Medium,Full caffeine,9.0,Yes,Yes,Expert,4,$20-$40,2.0,30.0,$8-$10,$10-$15,Yes,"More than $1,000",Yes,0,Coffee C,Coffee D,Coffee D
